user_id,month,jar,percent,income,spending_percent
1,6,PLAY,15,19400000,137.7
1,6,FAMILY,5,19400000,103.5
1,7,NEC,45,19400000,105.2
1,7,FFA,10,19400000,98.5
1,7,EDU,10,19400000,61.6
1,7,LTSS,15,19400000,99.5
1,7,PLAY,15,19400000,101.2
1,7,FAMILY,5,19400000,149.3
1,8,NEC,45,19400000,96.2
1,8,FFA,10,19400000,106.0
1,8,EDU,10,19400000,99.3
1,8,LTSS,15,19400000,76.6
1,8,PLAY,15,19400000,122.9
1,8,FAMILY,5,19400000,115.0
1,9,NEC,45,19400000,115.8
1,9,FFA,15,19400000,81.8
1,9,EDU,5,19400000,128.1
1,9,LTSS,20,19400000,72.0
1,9,PLAY,10,19400000,111.7
1,9,FAMILY,5,19400000,143.8
1,10,NEC,45,19400000,80.2
1,10,FFA,15,19400000,88.7
1,10,EDU,5,19400000,102.0
1,10,LTSS,20,19400000,89.9
1,10,PLAY,10,19400000,69.0
1,10,FAMILY,5,19400000,101.4
1,11,NEC,45,19400000,78.8
1,11,FFA,15,19400000,109.5
1,11,EDU,5,19400000,81.6
1,11,LTSS,20,19400000,131.0
1,11,PLAY,10,19400000,84.3
1,11,FAMILY,5,19400000,93.6
1,12,NEC,45,19400000,116.3
1,12,FFA,15,19400000,75.4
1,12,EDU,5,19400000,104.5
1,12,LTSS,20,19400000,126.1
1,12,PLAY,10,19400000,67.9
1,12,FAMILY,5,19400000,103.7
2,1,NEC,45,18100000,105.2
2,1,FFA,10,18100000,115.6
2,1,EDU,5,18100000,75.3
2,1,LTSS,15,18100000,73.6
2,1,PLAY,10,18100000,110.4
2,1,GIVE,5,18100000,105.9
2,1,FAMILY,5,18100000,105.0
2,1,EMERGENCY,5,18100000,106.9
2,2,NEC,45,18100000,86.4
2,2,FFA,10,18100000,104.6
2,2,EDU,5,18100000,105.9
2,2,LTSS,15,18100000,85.7
2,2,PLAY,10,18100000,137.3
2,2,GIVE,5,18100000,109.5
2,2,FAMILY,5,18100000,76.2
2,2,EMERGENCY,5,18100000,113.1
2,3,NEC,45,18100000,80.5
2,3,FFA,10,18100000,115.7
2,3,EDU,5,18100000,123.2
2,3,LTSS,15,18100000,83.6
2,3,PLAY,10,18100000,119.3
2,3,GIVE,5,18100000,108.3
2,3,FAMILY,5,18100000,116.4
2,3,EMERGENCY,5,18100000,137.9
2,4,NEC,45,18100000,95.1
2,4,FFA,10,18100000,84.9
2,4,EDU,5,18100000,82.2
2,4,LTSS,15,18100000,83.7
2,4,PLAY,10,18100000,98.5
2,4,GIVE,5,18100000,106.8
2,4,FAMILY,5,18100000,105.5
2,4,EMERGENCY,5,18100000,116.5
2,5,NEC,45,18100000,100.3
2,5,FFA,20,18100000,129.1
2,5,EDU,10,18100000,94.7
2,5,LTSS,5,18100000,154.4
2,5,PLAY,5,18100000,112.5
2,5,GIVE,5,18100000,82.9
2,5,FAMILY,5,18100000,78.6
2,5,EMERGENCY,5,18100000,109.6
2,6,NEC,45,18100000,95.5
2,6,FFA,20,18100000,114.3
2,6,EDU,10,18100000,109.5
2,6,LTSS,5,18100000,98.5
2,6,PLAY,5,18100000,83.1
2,6,GIVE,5,18100000,69.7
2,6,FAMILY,5,18100000,91.1
2,6,EMERGENCY,5,18100000,117.1
2,7,NEC,45,18100000,104.3
2,7,FFA,20,18100000,75.1
2,7,EDU,10,18100000,103.5
2,7,LTSS,5,18100000,107.7
2,7,PLAY,5,18100000,82.3
2,7,GIVE,5,18100000,103.1
2,7,FAMILY,5,18100000,101.2
2,7,EMERGENCY,5,18100000,77.1
2,8,NEC,45,18100000,107.2
2,8,FFA,20,18100000,111.2
2,8,EDU,10,18100000,121.7
2,8,LTSS,5,18100000,121.1
2,8,PLAY,5,18100000,72.4
2,8,GIVE,5,18100000,81.2
2,8,FAMILY,5,18100000,110.3
2,8,EMERGENCY,5,18100000,110.3
2,9,NEC,45,18100000,110.3
2,9,FFA,10,18100000,177.1
2,9,EDU,5,18100000,111.4
2,9,LTSS,15,18100000,122.7
2,9,PLAY,10,18100000,119.1
2,9,EMERGENCY,5,18100000,113.0
2,9,HEALTH,5,18100000,93.7
2,9,DREAM,5,18100000,115.2
2,10,NEC,45,18100000,84.5
2,10,FFA,10,18100000,95.3
2,10,EDU,5,18100000,90.3
2,10,LTSS,15,18100000,101.6
2,10,PLAY,10,18100000,146.3
2,10,EMERGENCY,5,18100000,62.7
2,10,HEALTH,5,18100000,113.7
2,10,DREAM,5,18100000,67.7
2,11,NEC,45,18100000,90.6
2,11,FFA,10,18100000,121.8
2,11,EDU,5,18100000,101.3
2,11,LTSS,15,18100000,78.4
2,11,PLAY,10,18100000,85.7
2,11,EMERGENCY,5,18100000,113.6
2,11,HEALTH,5,18100000,85.4
2,11,DREAM,5,18100000,104.3
2,12,NEC,45,18100000,100.9
2,12,FFA,10,18100000,87.0
2,12,EDU,5,18100000,142.9
2,12,LTSS,15,18100000,112.7
2,12,PLAY,10,18100000,59.5
2,12,EMERGENCY,5,18100000,103.7
2,12,HEALTH,5,18100000,86.8
2,12,DREAM,5,18100000,117.0
3,1,NEC,45,21800000,84.1
3,1,FFA,15,21800000,97.7
3,1,EDU,5,21800000,110.1
3,1,LTSS,5,21800000,117.3
3,1,PLAY,10,21800000,76.0
3,1,GIVE,5,21800000,93.3
3,1,HEALTH,5,21800000,90.5
3,1,EMERGENCY,5,21800000,86.9
3,1,DREAM,5,21800000,135.3
3,2,NEC,45,21800000,108.1
3,2,FFA,15,21800000,74.8
3,2,EDU,5,21800000,118.4
3,2,LTSS,5,21800000,142.4
3,2,PLAY,10,21800000,120.6
3,2,GIVE,5,21800000,69.6
3,2,HEALTH,5,21800000,90.3
3,2,EMERGENCY,5,21800000,125.3
3,2,DREAM,5,21800000,85.8
3,3,NEC,45,21800000,108.9
3,3,FFA,15,21800000,115.5
3,3,EDU,5,21800000,81.5
3,3,LTSS,5,21800000,98.8
3,3,PLAY,10,21800000,35.2
3,3,GIVE,5,21800000,79.5
3,3,HEALTH,5,21800000,94.9
3,3,EMERGENCY,5,21800000,75.0
3,3,DREAM,5,21800000,132.6
3,4,NEC,45,21800000,71.4
3,4,FFA,15,21800000,91.2
3,4,EDU,5,21800000,102.6
3,4,LTSS,5,21800000,128.8
3,4,PLAY,10,21800000,71.3
3,4,GIVE,5,21800000,123.3
3,4,HEALTH,5,21800000,100.2
3,4,EMERGENCY,5,21800000,80.4
3,4,DREAM,5,21800000,109.2
3,5,NEC,45,21800000,104.0
3,5,FFA,10,21800000,88.0
3,5,EDU,10,21800000,101.4
3,5,LTSS,5,21800000,92.3
3,5,PLAY,5,21800000,102.3
3,5,GIVE,5,21800000,113.2
3,5,HEALTH,5,21800000,131.7
3,5,EMERGENCY,10,21800000,75.2
3,5,DREAM,5,21800000,142.7
3,6,NEC,45,21800000,61.0
3,6,FFA,10,21800000,97.0
3,6,EDU,10,21800000,111.8
3,6,LTSS,5,21800000,105.6
3,6,PLAY,5,21800000,87.5
3,6,GIVE,5,21800000,95.8
3,6,HEALTH,5,21800000,90.1
3,6,EMERGENCY,10,21800000,88.2
3,6,DREAM,5,21800000,117.0
3,7,NEC,45,21800000,107.1
3,7,FFA,10,21800000,86.1
3,7,EDU,10,21800000,118.0
3,7,LTSS,5,21800000,106.1
3,7,PLAY,5,21800000,116.3
3,7,GIVE,5,21800000,112.6
3,7,HEALTH,5,21800000,83.4
3,7,EMERGENCY,10,21800000,88.8
3,7,DREAM,5,21800000,114.9
3,8,NEC,45,21800000,112.2
3,8,FFA,10,21800000,99.6
3,8,EDU,10,21800000,102.3
3,8,LTSS,5,21800000,125.6
3,8,PLAY,5,21800000,88.2
3,8,GIVE,5,21800000,110.9
3,8,HEALTH,5,21800000,96.0
3,8,EMERGENCY,10,21800000,95.6
3,8,DREAM,5,21800000,122.0
3,9,NEC,45,21800000,116.5
3,9,FFA,10,21800000,116.3
3,9,EDU,5,21800000,126.1
3,9,LTSS,15,21800000,100.4
3,9,PLAY,5,21800000,113.6
3,9,GIVE,5,21800000,93.8
3,9,HEALTH,5,21800000,106.5
3,9,EMERGENCY,5,21800000,97.4
3,9,DREAM,5,21800000,101.9
3,10,NEC,45,21800000,111.9
3,10,FFA,10,21800000,83.6
3,10,EDU,5,21800000,141.8
3,10,LTSS,15,21800000,79.9
3,10,PLAY,5,21800000,75.7
3,10,GIVE,5,21800000,123.2
3,10,HEALTH,5,21800000,115.8
3,10,EMERGENCY,5,21800000,112.5
3,10,DREAM,5,21800000,112.6
3,11,NEC,45,21800000,99.8
3,11,FFA,10,21800000,82.1
3,11,EDU,5,21800000,101.5
3,11,LTSS,15,21800000,86.5
3,11,PLAY,5,21800000,119.5
3,11,GIVE,5,21800000,97.1
3,11,HEALTH,5,21800000,83.5
3,11,EMERGENCY,5,21800000,93.6
3,11,DREAM,5,21800000,108.3
3,12,NEC,45,21800000,88.7
3,12,FFA,10,21800000,83.6
3,12,EDU,5,21800000,104.9
3,12,LTSS,15,21800000,104.9
3,12,PLAY,5,21800000,89.9
3,12,GIVE,5,21800000,90.6
3,12,HEALTH,5,21800000,104.6
3,12,EMERGENCY,5,21800000,71.0
3,12,DREAM,5,21800000,71.9
4,1,NEC,60,5900000,85.6
4,1,FFA,5,5900000,95.7
4,1,EDU,15,5900000,106.2
4,1,LTSS,10,5900000,129.5
4,1,PLAY,5,5900000,117.2
4,1,DREAM,5,5900000,96.8
4,2,NEC,60,5900000,99.6
4,2,FFA,5,5900000,79.9
4,2,EDU,15,5900000,99.6
4,2,LTSS,10,5900000,94.2
4,2,PLAY,5,5900000,106.5
4,2,DREAM,5,5900000,83.5
4,3,NEC,60,5900000,110.4
4,3,FFA,5,5900000,130.7
4,3,EDU,15,5900000,97.8
4,3,LTSS,10,5900000,108.0
4,3,PLAY,5,5900000,113.8
4,3,DREAM,5,5900000,92.0
4,4,NEC,60,5900000,104.5
4,4,FFA,5,5900000,100.3
4,4,EDU,15,5900000,102.0
4,4,LTSS,10,5900000,84.5
4,4,PLAY,5,5900000,100.5
4,4,DREAM,5,5900000,110.0
4,5,NEC,50,5900000,129.0
4,5,FFA,10,5900000,119.2
4,5,EDU,10,5900000,143.1
4,5,LTSS,20,5900000,84.7
4,5,PLAY,5,5900000,117.4
4,5,DREAM,5,5900000,103.7
4,6,NEC,50,5900000,143.8
4,6,FFA,10,5900000,83.8
4,6,EDU,10,5900000,83.2
4,6,LTSS,20,5900000,88.0
4,6,PLAY,5,5900000,57.5
4,6,DREAM,5,5900000,89.5
4,7,NEC,50,5900000,84.8
4,7,FFA,10,5900000,103.0
4,7,EDU,10,5900000,106.8
4,7,LTSS,20,5900000,137.5
4,7,PLAY,5,5900000,119.0
4,7,DREAM,5,5900000,88.5
4,8,NEC,50,5900000,82.0
4,8,FFA,10,5900000,109.8
4,8,EDU,10,5900000,73.6
4,8,LTSS,20,5900000,136.6
4,8,PLAY,5,5900000,123.6
4,8,DREAM,5,5900000,90.6
4,9,NEC,45,5900000,65.7
4,9,FFA,20,5900000,127.1
4,9,EDU,10,5900000,97.7
4,9,LTSS,10,5900000,124.8
4,9,PLAY,10,5900000,68.1
4,9,DREAM,5,5900000,88.0
4,10,NEC,45,5900000,100.1
4,10,FFA,20,5900000,100.9
4,10,EDU,10,5900000,91.0
4,10,LTSS,10,5900000,112.5
4,10,PLAY,10,5900000,78.6
4,10,DREAM,5,5900000,97.2
4,11,NEC,45,5900000,102.4
4,11,FFA,20,5900000,110.3
4,11,EDU,10,5900000,114.2
4,11,LTSS,10,5900000,77.5
4,11,PLAY,10,5900000,69.3
4,11,DREAM,5,5900000,125.6
4,12,NEC,45,5900000,106.6
4,12,FFA,20,5900000,85.0
4,12,EDU,10,5900000,131.0
4,12,LTSS,10,5900000,102.3
4,12,PLAY,10,5900000,123.6
4,12,DREAM,5,5900000,101.4
5,1,NEC,50,11200000,141.2
5,1,FFA,20,11200000,135.1
5,1,EDU,15,11200000,95.0
5,1,LTSS,5,11200000,119.4
5,1,PLAY,5,11200000,112.9
5,1,GIVE,5,11200000,127.4
5,2,NEC,50,11200000,80.7
5,2,FFA,20,11200000,113.7
5,2,EDU,15,11200000,121.2
5,2,LTSS,5,11200000,64.8
5,2,PLAY,5,11200000,76.3
5,2,GIVE,5,11200000,59.2
5,3,NEC,50,11200000,94.6
5,3,FFA,20,11200000,114.4
5,3,EDU,15,11200000,130.0
5,3,LTSS,5,11200000,101.5
5,3,PLAY,5,11200000,132.6
5,3,GIVE,5,11200000,72.4
5,4,NEC,50,11200000,65.9
5,4,FFA,20,11200000,98.9
5,4,EDU,15,11200000,107.7
5,4,LTSS,5,11200000,99.3
5,4,PLAY,5,11200000,58.7
5,4,GIVE,5,11200000,98.2
5,5,NEC,45,11200000,73.9
5,5,FFA,5,11200000,113.4
5,5,EDU,10,11200000,107.3
5,5,LTSS,15,11200000,81.2
5,5,PLAY,15,11200000,89.7
5,5,GIVE,10,11200000,78.8
5,6,NEC,45,11200000,98.7
5,6,FFA,5,11200000,119.1
5,6,EDU,10,11200000,80.3
5,6,LTSS,15,11200000,110.1
5,6,PLAY,15,11200000,89.4
5,6,GIVE,10,11200000,84.1
5,7,NEC,45,11200000,97.9
5,7,FFA,5,11200000,79.3
5,7,EDU,10,11200000,88.9
5,7,LTSS,15,11200000,76.0
5,7,PLAY,15,11200000,139.3
5,7,GIVE,10,11200000,100.7
5,8,NEC,45,11200000,86.0
5,8,FFA,5,11200000,104.3
5,8,EDU,10,11200000,97.8
5,8,LTSS,15,11200000,95.6
5,8,PLAY,15,11200000,112.3
5,8,GIVE,10,11200000,115.2
5,9,NEC,45,11200000,89.4
5,9,FFA,10,11200000,88.5
5,9,EDU,15,11200000,94.5
5,9,LTSS,5,11200000,54.0
5,9,PLAY,15,11200000,69.7
5,9,GIVE,10,11200000,127.3
5,10,NEC,45,11200000,132.9
5,10,FFA,10,11200000,95.0
5,10,EDU,15,11200000,111.5
5,10,LTSS,5,11200000,106.2
5,10,PLAY,15,11200000,161.6
5,10,GIVE,10,11200000,122.4
5,11,NEC,45,11200000,97.4
5,11,FFA,10,11200000,80.9
5,11,EDU,15,11200000,67.9
5,11,LTSS,5,11200000,104.1
5,11,PLAY,15,11200000,84.9
5,11,GIVE,10,11200000,71.6
5,12,NEC,45,11200000,87.1
5,12,FFA,10,11200000,78.4
5,12,EDU,15,11200000,133.7
5,12,LTSS,5,11200000,117.6
5,12,PLAY,15,11200000,99.8
5,12,GIVE,10,11200000,129.6
6,1,NEC,45,10700000,101.5
6,1,FFA,5,10700000,82.8
6,1,EDU,5,10700000,130.5
6,1,LTSS,10,10700000,110.8
6,1,PLAY,10,10700000,79.3
6,1,GIVE,5,10700000,96.2
6,1,DREAM,10,10700000,82.5
6,1,HEALTH,10,10700000,72.3
6,2,NEC,45,10700000,118.5
6,2,FFA,5,10700000,138.2
6,2,EDU,5,10700000,72.0
6,2,LTSS,10,10700000,111.3
6,2,PLAY,10,10700000,87.0
6,2,GIVE,5,10700000,90.3
6,2,DREAM,10,10700000,88.2
6,2,HEALTH,10,10700000,82.7
6,3,NEC,45,10700000,101.0
6,3,FFA,5,10700000,83.4
6,3,EDU,5,10700000,105.4
6,3,LTSS,10,10700000,99.0
6,3,PLAY,10,10700000,95.2
6,3,GIVE,5,10700000,81.8
6,3,DREAM,10,10700000,88.5
6,3,HEALTH,10,10700000,115.1
6,4,NEC,45,10700000,110.0
6,4,FFA,5,10700000,80.4
6,4,EDU,5,10700000,102.0
6,4,LTSS,10,10700000,115.0
6,4,PLAY,10,10700000,66.6
6,4,GIVE,5,10700000,110.9
6,4,DREAM,10,10700000,86.7
6,4,HEALTH,10,10700000,111.4
6,5,NEC,45,10700000,84.7
6,5,FFA,15,10700000,63.9
6,5,EDU,10,10700000,67.4
6,5,LTSS,5,10700000,101.0
6,5,PLAY,10,10700000,105.2
6,5,GIVE,5,10700000,81.9
6,5,DREAM,5,10700000,112.8
6,5,HEALTH,5,10700000,66.8
6,6,NEC,45,10700000,98.7
6,6,FFA,15,10700000,75.8
6,6,EDU,10,10700000,87.0
6,6,LTSS,5,10700000,100.9
6,6,PLAY,10,10700000,82.8
6,6,GIVE,5,10700000,92.3
6,6,DREAM,5,10700000,120.1
6,6,HEALTH,5,10700000,88.5
6,7,NEC,45,10700000,116.7
6,7,FFA,15,10700000,77.4
6,7,EDU,10,10700000,110.6
6,7,LTSS,5,10700000,128.8
6,7,PLAY,10,10700000,50.6
6,7,GIVE,5,10700000,84.1
6,7,DREAM,5,10700000,111.5
6,7,HEALTH,5,10700000,95.9
6,8,NEC,45,10700000,107.4
6,8,FFA,15,10700000,87.9
6,8,EDU,10,10700000,101.7
6,8,LTSS,5,10700000,96.9
6,8,PLAY,10,10700000,123.4
6,8,GIVE,5,10700000,105.1
6,8,DREAM,5,10700000,106.8
6,8,HEALTH,5,10700000,91.8
6,9,NEC,45,10700000,90.2
6,9,FFA,5,10700000,91.3
6,9,EDU,10,10700000,107.9
6,9,LTSS,5,10700000,91.6
6,9,PLAY,15,10700000,105.8
6,9,GIVE,10,10700000,141.5
6,9,DREAM,5,10700000,117.4
6,9,HEALTH,5,10700000,93.5
6,10,NEC,45,10700000,124.0
6,10,FFA,5,10700000,91.8
6,10,EDU,10,10700000,59.2
6,10,LTSS,5,10700000,79.8
6,10,PLAY,15,10700000,62.6
6,10,GIVE,10,10700000,93.0
6,10,DREAM,5,10700000,100.4
6,10,HEALTH,5,10700000,133.5
6,11,NEC,45,10700000,106.5
6,11,FFA,5,10700000,95.6
6,11,EDU,10,10700000,116.6
6,11,LTSS,5,10700000,55.8
6,11,PLAY,15,10700000,104.7
6,11,GIVE,10,10700000,115.4
6,11,DREAM,5,10700000,70.4
6,11,HEALTH,5,10700000,122.9
6,12,NEC,45,10700000,106.8
6,12,FFA,5,10700000,91.7
6,12,EDU,10,10700000,112.7
6,12,LTSS,5,10700000,145.4
6,12,PLAY,15,10700000,103.6
6,12,GIVE,10,10700000,105.0
6,12,DREAM,5,10700000,90.8
6,12,HEALTH,5,10700000,83.0
7,1,NEC,45,28300000,116.6
7,1,FFA,5,28300000,82.9
7,1,EDU,10,28300000,101.4
7,1,LTSS,15,28300000,90.4
7,1,PLAY,5,28300000,109.6
7,1,EMERGENCY,15,28300000,106.7
7,1,GIVE,5,28300000,120.8
7,2,NEC,45,28300000,89.8
7,2,FFA,5,28300000,94.6
7,2,EDU,10,28300000,80.4
7,2,LTSS,15,28300000,91.1
7,2,PLAY,5,28300000,107.5
7,2,EMERGENCY,15,28300000,115.1
7,2,GIVE,5,28300000,81.6
7,3,NEC,45,28300000,117.4
7,3,FFA,5,28300000,127.1
7,3,EDU,10,28300000,108.3
7,3,LTSS,15,28300000,137.5
7,3,PLAY,5,28300000,84.5
7,3,EMERGENCY,15,28300000,75.1
7,3,GIVE,5,28300000,64.4
7,4,NEC,45,28300000,129.9
7,4,FFA,5,28300000,113.1
7,4,EDU,10,28300000,98.9
7,4,LTSS,15,28300000,105.6
7,4,PLAY,5,28300000,77.5
7,4,EMERGENCY,15,28300000,148.9
7,4,GIVE,5,28300000,102.6
7,5,NEC,45,28300000,102.2
7,5,FFA,15,28300000,114.5
7,5,EDU,5,28300000,109.6
7,5,LTSS,15,28300000,104.5
7,5,PLAY,5,28300000,84.2
7,5,EMERGENCY,5,28300000,109.4
7,5,GIVE,10,28300000,137.6
7,6,NEC,45,28300000,126.9
7,6,FFA,15,28300000,131.9
7,6,EDU,5,28300000,89.8
7,6,LTSS,15,28300000,80.2
7,6,PLAY,5,28300000,97.5
7,6,EMERGENCY,5,28300000,101.1
7,6,GIVE,10,28300000,121.9
7,7,NEC,45,28300000,66.2
7,7,FFA,15,28300000,130.6
7,7,EDU,5,28300000,96.8
7,7,LTSS,15,28300000,91.5
7,7,PLAY,5,28300000,79.8
7,7,EMERGENCY,5,28300000,66.9
7,7,GIVE,10,28300000,116.5
7,8,NEC,45,28300000,101.5
7,8,FFA,15,28300000,74.2
7,8,EDU,5,28300000,74.1
7,8,LTSS,15,28300000,93.3
7,8,PLAY,5,28300000,133.4
7,8,EMERGENCY,5,28300000,94.8
7,8,GIVE,10,28300000,69.9
7,9,NEC,45,28300000,95.1
7,9,FFA,10,28300000,94.5
7,9,EDU,5,28300000,46.1
7,9,LTSS,15,28300000,98.9
7,9,PLAY,10,28300000,95.4
7,9,EMERGENCY,5,28300000,113.9
7,9,GIVE,10,28300000,137.0
7,10,NEC,45,28300000,122.5
7,10,FFA,10,28300000,94.6
7,10,EDU,5,28300000,77.9
7,10,LTSS,15,28300000,151.5
7,10,PLAY,10,28300000,101.2
7,10,EMERGENCY,5,28300000,100.3
7,10,GIVE,10,28300000,99.5
7,11,NEC,45,28300000,104.0
7,11,FFA,10,28300000,97.1
7,11,EDU,5,28300000,88.5
7,11,LTSS,15,28300000,89.1
7,11,PLAY,10,28300000,99.3
7,11,EMERGENCY,5,28300000,89.1
7,11,GIVE,10,28300000,85.7
7,12,NEC,45,28300000,102.1
7,12,FFA,10,28300000,94.9
7,12,EDU,5,28300000,130.1
7,12,LTSS,15,28300000,47.0
7,12,PLAY,10,28300000,121.8
7,12,EMERGENCY,5,28300000,124.9
7,12,GIVE,10,28300000,58.5
8,1,NEC,50,9000000,93.1
8,1,FFA,20,9000000,92.6
8,1,EDU,15,9000000,71.8
8,1,LTSS,5,9000000,84.4
8,1,PLAY,5,9000000,77.8
8,1,FAMILY,5,9000000,135.0
8,2,NEC,50,9000000,118.7
8,2,FFA,20,9000000,125.4
8,2,EDU,15,9000000,114.4
8,2,LTSS,5,9000000,77.4
8,2,PLAY,5,9000000,89.5
8,2,FAMILY,5,9000000,109.8
8,3,NEC,50,9000000,75.6
8,3,FFA,20,9000000,114.3
8,3,EDU,15,9000000,95.2
8,3,LTSS,5,9000000,92.5
8,3,PLAY,5,9000000,114.2
8,3,FAMILY,5,9000000,108.9
8,4,NEC,50,9000000,92.8
8,4,FFA,20,9000000,123.2
8,4,EDU,15,9000000,78.4
8,4,LTSS,5,9000000,112.3
8,4,PLAY,5,9000000,111.9
8,4,FAMILY,5,9000000,93.8
8,5,NEC,50,9000000,106.5
8,5,FFA,10,9000000,75.0
8,5,EDU,5,9000000,118.5
8,5,LTSS,5,9000000,96.3
8,5,PLAY,15,9000000,89.5
8,5,FAMILY,15,9000000,121.0
8,6,NEC,50,9000000,85.9
8,6,FFA,10,9000000,71.8
8,6,EDU,5,9000000,68.9
8,6,LTSS,5,9000000,112.1
8,6,PLAY,15,9000000,74.4
8,6,FAMILY,15,9000000,135.1
8,7,NEC,50,9000000,58.4
8,7,FFA,10,9000000,133.9
8,7,EDU,5,9000000,104.2
8,7,LTSS,5,9000000,98.1
8,7,PLAY,15,9000000,89.1
8,7,FAMILY,15,9000000,108.0
8,8,NEC,50,9000000,99.2
8,8,FFA,10,9000000,122.1
8,8,EDU,5,9000000,102.3
8,8,LTSS,5,9000000,103.0
8,8,PLAY,15,9000000,92.7
8,8,FAMILY,15,9000000,98.9
8,9,NEC,45,9000000,106.2
8,9,FFA,5,9000000,65.8
8,9,EDU,5,9000000,73.0
8,9,LTSS,20,9000000,114.9
8,9,PLAY,10,9000000,103.4
8,9,FAMILY,15,9000000,96.3
8,10,NEC,45,9000000,100.4
8,10,FFA,5,9000000,107.0
8,10,EDU,5,9000000,89.2
8,10,LTSS,20,9000000,84.4
8,10,PLAY,10,9000000,103.9
8,10,FAMILY,15,9000000,80.4
8,11,NEC,45,9000000,108.2
8,11,FFA,5,9000000,65.9
8,11,EDU,5,9000000,120.6
8,11,LTSS,20,9000000,109.5
8,11,PLAY,10,9000000,105.1
8,11,FAMILY,15,9000000,119.7
8,12,NEC,45,9000000,133.3
8,12,FFA,5,9000000,120.3
8,12,EDU,5,9000000,63.2
8,12,LTSS,20,9000000,74.4
