user_id,month,jar,percent
7,2,GIVE,5
7,3,NEC,45
7,3,FFA,5
7,3,EDU,10
7,3,LTSS,15
7,3,PLAY,5
7,3,EMERGENCY,15
7,3,GIVE,5
7,4,NEC,45
7,4,FFA,5
7,4,EDU,10
7,4,LTSS,15
7,4,PLAY,5
7,4,EMERGENCY,15
7,4,GIVE,5
7,5,NEC,45
7,5,FFA,15
7,5,EDU,5
7,5,LTSS,15
7,5,PLAY,5
7,5,EMERGENCY,5
7,5,GIVE,10
7,6,NEC,45
7,6,FFA,15
7,6,EDU,5
7,6,LTSS,15
7,6,PLAY,5
7,6,EMERGENCY,5
7,6,GIVE,10
7,7,NEC,45
7,7,FFA,15
7,7,EDU,5
7,7,LTSS,15
7,7,PLAY,5
7,7,EMERGENCY,5
7,7,GIVE,10
7,8,NEC,45
7,8,FFA,15
7,8,EDU,5
7,8,LTSS,15
7,8,PLAY,5
7,8,EMERGENCY,5
7,8,GIVE,10
7,9,NEC,45
7,9,FFA,10
7,9,EDU,5
7,9,LTSS,15
7,9,PLAY,10
7,9,EMERGENCY,5
7,9,GIVE,10
7,10,NEC,45
7,10,FFA,10
7,10,EDU,5
7,10,LTSS,15
7,10,PLAY,10
7,10,EMERGENCY,5
7,10,GIVE,10
7,11,NEC,45
7,11,FFA,10
7,11,EDU,5
7,11,LTSS,15
7,11,PLAY,10
7,11,EMERGENCY,5
7,11,GIVE,10
7,12,NEC,45
7,12,FFA,10
7,12,EDU,5
7,12,LTSS,15
7,12,PLAY,10
7,12,EMERGENCY,5
7,12,GIVE,10
8,1,NEC,50
8,1,FFA,20
8,1,EDU,15
8,1,LTSS,5
8,1,PLAY,5
8,1,FAMILY,5
8,2,NEC,50
8,2,FFA,20
8,2,EDU,15
8,2,LTSS,5
8,2,PLAY,5
8,2,FAMILY,5
8,3,NEC,50
8,3,FFA,20
8,3,EDU,15
8,3,LTSS,5
8,3,PLAY,5
8,3,FAMILY,5
8,4,NEC,50
8,4,FFA,20
8,4,EDU,15
8,4,LTSS,5
8,4,PLAY,5
8,4,FAMILY,5
8,5,NEC,50
8,5,FFA,10
8,5,EDU,5
8,5,LTSS,5
8,5,PLAY,15
8,5,FAMILY,15
8,6,NEC,50
8,6,FFA,10
8,6,EDU,5
8,6,LTSS,5
8,6,PLAY,15
8,6,FAMILY,15
8,7,NEC,50
8,7,FFA,10
8,7,EDU,5
8,7,LTSS,5
8,7,PLAY,15
8,7,FAMILY,15
8,8,NEC,50
8,8,FFA,10
8,8,EDU,5
8,8,LTSS,5
8,8,PLAY,15
8,8,FAMILY,15
8,9,NEC,45
8,9,FFA,5
8,9,EDU,5
8,9,LTSS,20
8,9,PLAY,10
8,9,FAMILY,15
8,10,NEC,45
8,10,FFA,5
8,10,EDU,5
8,10,LTSS,20
8,10,PLAY,10
8,10,FAMILY,15
8,11,NEC,45
8,11,FFA,5
8,11,EDU,5
8,11,LTSS,20
8,11,PLAY,10
8,11,FAMILY,15
8,12,NEC,45
8,12,FFA,5
8,12,EDU,5
8,12,LTSS,20
8,12,PLAY,10
8,12,FAMILY,15
9,1,NEC,45
9,1,FFA,5
9,1,EDU,5
9,1,LTSS,5
9,1,PLAY,5
9,1,DREAM,5
9,1,FAMILY,10
9,1,HEALTH,5
9,1,EMERGENCY,15
9,2,NEC,45
9,2,FFA,5
9,2,EDU,5
9,2,LTSS,5
9,2,PLAY,5
9,2,DREAM,5
9,2,FAMILY,10
9,2,HEALTH,5
9,2,EMERGENCY,15
9,3,NEC,45
9,3,FFA,5
9,3,EDU,5
9,3,LTSS,5
9,3,PLAY,5
9,3,DREAM,5
9,3,FAMILY,10
9,3,HEALTH,5
9,3,EMERGENCY,15
9,4,NEC,45
9,4,FFA,5
9,4,EDU,5
9,4,LTSS,5
9,4,PLAY,5
9,4,DREAM,5
9,4,FAMILY,10
9,4,HEALTH,5
9,4,EMERGENCY,15
9,5,NEC,45
9,5,FFA,5
9,5,EDU,10
9,5,LTSS,15
9,5,PLAY,5
9,5,DREAM,5
9,5,FAMILY,5
9,5,HEALTH,5
9,5,EMERGENCY,5
9,6,NEC,45
9,6,FFA,5
9,6,EDU,10
9,6,LTSS,15
9,6,PLAY,5
9,6,DREAM,5
9,6,FAMILY,5
9,6,HEALTH,5
9,6,EMERGENCY,5
9,7,NEC,45
9,7,FFA,5
9,7,EDU,10
9,7,LTSS,15
9,7,PLAY,5
9,7,DREAM,5
9,7,FAMILY,5
9,7,HEALTH,5
9,7,EMERGENCY,5
9,8,NEC,45
9,8,FFA,5
9,8,EDU,10
9,8,LTSS,15
9,8,PLAY,5
9,8,DREAM,5
9,8,FAMILY,5
9,8,HEALTH,5
9,8,EMERGENCY,5
9,9,NEC,45
9,9,FFA,10
9,9,EDU,5
9,9,LTSS,5
9,9,PLAY,5
9,9,DREAM,5
9,9,FAMILY,5
9,9,HEALTH,5
9,9,EMERGENCY,15
9,10,NEC,45
9,10,FFA,10
9,10,EDU,5
9,10,LTSS,5
9,10,PLAY,5
9,10,DREAM,5
9,10,FAMILY,5
9,10,HEALTH,5
9,10,EMERGENCY,15
9,11,NEC,45
9,11,FFA,10
9,11,EDU,5
9,11,LTSS,5
9,11,PLAY,5
9,11,DREAM,5
9,11,FAMILY,5
9,11,HEALTH,5
9,11,EMERGENCY,15
9,12,NEC,45
9,12,FFA,10
9,12,EDU,5
9,12,LTSS,5
9,12,PLAY,5
9,12,DREAM,5
9,12,FAMILY,5
9,12,HEALTH,5
9,12,EMERGENCY,15
10,1,NEC,45
10,1,FFA,15
10,1,EDU,10
10,1,LTSS,5
10,1,PLAY,5
10,1,EMERGENCY,10
10,1,GIVE,10
10,2,NEC,45
10,2,FFA,15
10,2,EDU,10
10,2,LTSS,5
10,2,PLAY,5
10,2,EMERGENCY,10
10,2,GIVE,10
10,3,NEC,45
10,3,FFA,15
10,3,EDU,10
10,3,LTSS,5
10,3,PLAY,5
10,3,EMERGENCY,10
10,3,GIVE,10
10,4,NEC,45
10,4,FFA,15
10,4,EDU,10
10,4,LTSS,5
10,4,PLAY,5
10,4,EMERGENCY,10
10,4,GIVE,10
10,5,NEC,45
10,5,FFA,10
10,5,EDU,10
10,5,LTSS,20
10,5,PLAY,5
10,5,HEALTH,5
10,5,FAMILY,5
10,6,NEC,45
10,6,FFA,10
10,6,EDU,10
10,6,LTSS,20
10,6,PLAY,5
10,6,HEALTH,5
10,6,FAMILY,5
10,7,NEC,45
10,7,FFA,10
10,7,EDU,10
10,7,LTSS,20
10,7,PLAY,5
10,7,HEALTH,5
10,7,FAMILY,5
10,8,NEC,45
10,8,FFA,10
10,8,EDU,10
10,8,LTSS,20
10,8,PLAY,5
10,8,HEALTH,5
10,8,FAMILY,5
10,9,NEC,45
10,9,FFA,5
10,9,EDU,15
10,9,LTSS,20
10,9,PLAY,5
10,9,EMERGENCY,5
10,9,GIVE,5
10,10,NEC,45
10,10,FFA,5
10,10,EDU,15
10,10,LTSS,20
10,10,PLAY,5
10,10,EMERGENCY,5
10,10,GIVE,5
10,11,NEC,45
10,11,FFA,5
10,11,EDU,15
10,11,LTSS,20
10,11,PLAY,5
10,11,EMERGENCY,5
10,11,GIVE,5
10,12,NEC,45
10,12,FFA,5
10,12,EDU,15
10,12,LTSS,20
10,12,PLAY,5
10,12,EMERGENCY,5
10,12,GIVE,5
11,1,NEC,50
11,1,FFA,10
11,1,EDU,5
11,1,LTSS,15
11,1,PLAY,15
11,1,EMERGENCY,5
11,2,NEC,50
11,2,FFA,10
11,2,EDU,5
11,2,LTSS,15
11,2,PLAY,15
11,2,EMERGENCY,5
11,3,NEC,50
11,3,FFA,10
11,3,EDU,5
11,3,LTSS,15
11,3,PLAY,15
11,3,EMERGENCY,5
11,4,NEC,50
11,4,FFA,10
11,4,EDU,5
11,4,LTSS,15
11,4,PLAY,15
11,4,EMERGENCY,5
11,5,NEC,45
11,5,FFA,15
11,5,EDU,15
11,5,LTSS,15
11,5,PLAY,5
11,5,EMERGENCY,5
11,6,NEC,45
11,6,FFA,15
11,6,EDU,15
11,6,LTSS,15
11,6,PLAY,5
11,6,EMERGENCY,5
11,7,NEC,45
11,7,FFA,15
11,7,EDU,15
11,7,LTSS,15
11,7,PLAY,5
11,7,EMERGENCY,5
11,8,NEC,45
11,8,FFA,15
11,8,EDU,15
11,8,LTSS,15
11,8,PLAY,5
11,8,EMERGENCY,5
11,9,NEC,45
11,9,FFA,15
11,9,EDU,10
11,9,LTSS,10
11,9,PLAY,5
11,9,EMERGENCY,15
11,10,NEC,45
11,10,FFA,15
11,10,EDU,10
11,10,LTSS,10
11,10,PLAY,5
11,10,EMERGENCY,15
11,11,NEC,45
11,11,FFA,15
11,11,EDU,10
11,11,LTSS,10
11,11,PLAY,5
11,11,EMERGENCY,15
11,12,NEC,45
11,12,FFA,15
11,12,EDU,10
11,12,LTSS,10
11,12,PLAY,5
11,12,EMERGENCY,15
12,1,NEC,45
12,1,FFA,20
12,1,EDU,15
12,1,LTSS,15
12,1,PLAY,5
12,2,NEC,45
12,2,FFA,20
12,2,EDU,15
12,2,LTSS,15
12,2,PLAY,5
12,3,NEC,45
12,3,FFA,20
12,3,EDU,15
12,3,LTSS,15
12,3,PLAY,5
12,4,NEC,45
12,4,FFA,20
12,4,EDU,15
12,4,LTSS,15
12,4,PLAY,5
12,5,NEC,50
12,5,FFA,20
12,5,EDU,15
12,5,LTSS,10
12,5,PLAY,5
12,6,NEC,50
12,6,FFA,20
12,6,EDU,15
12,6,LTSS,10
12,6,PLAY,5
12,7,NEC,50
12,7,FFA,20
12,7,EDU,15
12,7,LTSS,10
12,7,PLAY,5
12,8,NEC,50
12,8,FFA,20
12,8,EDU,15
12,8,LTSS,10
12,8,PLAY,5
12,9,NEC,45
12,9,FFA,20
12,9,EDU,15
12,9,LTSS,5
12,9,PLAY,15
12,10,NEC,45
12,10,FFA,20
12,10,EDU,15
12,10,LTSS,5
12,10,PLAY,15
12,11,NEC,45
12,11,FFA,20
12,11,EDU,15
12,11,LTSS,5
12,11,PLAY,15
12,12,NEC,45
12,12,FFA,20
12,12,EDU,15
12,12,LTSS,5
12,12,PLAY,15
13,1,NEC,45
13,1,FFA,5
13,1,EDU,5
13,1,LTSS,10
13,1,PLAY,10
13,1,EMERGENCY,5
13,1,DREAM,5
13,1,HEALTH,5
13,1,FAMILY,5
13,1,GIVE,5
13,2,NEC,45
13,2,FFA,5
13,2,EDU,5
13,2,LTSS,10
13,2,PLAY,10
13,2,EMERGENCY,5
13,2,DREAM,5
13,2,HEALTH,5
13,2,FAMILY,5
13,2,GIVE,5
13,3,NEC,45
13,3,FFA,5
13,3,EDU,5
13,3,LTSS,10
13,3,PLAY,10
13,3,EMERGENCY,5
13,3,DREAM,5
13,3,HEALTH,5
13,3,FAMILY,5
13,3,GIVE,5
13,4,NEC,45
13,4,FFA,5
13,4,EDU,5
13,4,LTSS,10
13,4,PLAY,10
13,4,EMERGENCY,5
13,4,DREAM,5
13,4,HEALTH,5
13,4,FAMILY,5
13,4,GIVE,5
13,5,NEC,45
13,5,FFA,10
13,5,EDU,5
13,5,LTSS,10
13,5,PLAY,5
13,5,EMERGENCY,5
13,5,DREAM,5
13,5,HEALTH,5
13,5,FAMILY,5
13,5,GIVE,5
13,6,NEC,45
13,6,FFA,10
13,6,EDU,5
13,6,LTSS,10
13,6,PLAY,5
13,6,EMERGENCY,5
13,6,DREAM,5
13,6,HEALTH,5
13,6,FAMILY,5
13,6,GIVE,5
13,7,NEC,45
13,7,FFA,10
13,7,EDU,5
13,7,LTSS,10
13,7,PLAY,5
13,7,EMERGENCY,5
13,7,DREAM,5
13,7,HEALTH,5
13,7,FAMILY,5
13,7,GIVE,5
13,8,NEC,45
13,8,FFA,10
13,8,EDU,5
13,8,LTSS,10
13,8,PLAY,5
13,8,EMERGENCY,5
13,8,DREAM,5
13,8,HEALTH,5
13,8,FAMILY,5
13,8,GIVE,5
13,9,NEC,45
13,9,FFA,10
13,9,EDU,10
13,9,LTSS,5
13,9,PLAY,5
13,9,EMERGENCY,5
13,9,DREAM,5
13,9,HEALTH,5
13,9,FAMILY,5
13,9,GIVE,5
13,10,NEC,45
13,10,FFA,10
13,10,EDU,10
13,10,LTSS,5
13,10,PLAY,5
13,10,EMERGENCY,5
13,10,DREAM,5
13,10,HEALTH,5
13,10,FAMILY,5
13,10,GIVE,5
13,11,NEC,45
13,11,FFA,10
13,11,EDU,10
13,11,LTSS,5
13,11,PLAY,5
13,11,EMERGENCY,5
13,11,DREAM,5
13,11,HEALTH,5
13,11,FAMILY,5
13,11,GIVE,5
13,12,NEC,45
13,12,FFA,10
13,12,EDU,10
13,12,LTSS,5
13,12,PLAY,5
13,12,EMERGENCY,5
13,12,DREAM,5
13,12,HEALTH,5
13,12,FAMILY,5
13,12,GIVE,5
14,1,NEC,45
14,1,FFA,15
14,1,EDU,10
14,1,LTSS,15
14,1,PLAY,5
14,1,EMERGENCY,5
14,1,DREAM,5
14,2,NEC,45
14,2,FFA,15
14,2,EDU,10
14,2,LTSS,15
14,2,PLAY,5
14,2,EMERGENCY,5
14,2,DREAM,5
14,3,NEC,45
14,3,FFA,15
14,3,EDU,10
14,3,LTSS,15
14,3,PLAY,5
14,3,EMERGENCY,5
14,3,DREAM,5
14,4,NEC,45
14,4,FFA,15
14,4,EDU,10
14,4,LTSS,15
14,4,PLAY,5
14,4,EMERGENCY,5
14,4,DREAM,5
14,5,NEC,45
14,5,FFA,10
14,5,EDU,10
14,5,LTSS,10
14,5,PLAY,15
14,5,EMERGENCY,5
14,5,DREAM,5
14,6,NEC,45
14,6,FFA,10
14,6,EDU,10
14,6,LTSS,10
14,6,PLAY,15
14,6,EMERGENCY,5
14,6,DREAM,5
14,7,NEC,45
14,7,FFA,10
14,7,EDU,10
14,7,LTSS,10
14,7,PLAY,15
14,7,EMERGENCY,5
14,7,DREAM,5
14,8,NEC,45
14,8,FFA,10
14,8,EDU,10
14,8,LTSS,10
14,8,PLAY,15
14,8,EMERGENCY,5
14,8,DREAM,5
14,9,NEC,45
14,9,FFA,5
14,9,EDU,5
14,9,LTSS,20
14,9,PLAY,10
14,9,FAMILY,5
14,9,HEALTH,10
14,10,NEC,45
14,10,FFA,5
14,10,EDU,5
14,10,LTSS,20
14,10,PLAY,10
14,10,FAMILY,5
14,10,HEALTH,10
14,11,NEC,45
14,11,FFA,5
14,11,EDU,5
14,11,LTSS,20
14,11,PLAY,10
14,11,FAMILY,5
14,11,HEALTH,10
14,12,NEC,45
14,12,FFA,5
14,12,EDU,5
14,12,LTSS,20
14,12,PLAY,10
14,12,FAMILY,5
14,12,HEALTH,10
15,1,NEC,50
15,1,FFA,20
15,1,EDU,10
15,1,LTSS,5
15,1,PLAY,5
15,1,HEALTH,5
15,1,GIVE,5
15,2,NEC,50
15,2,FFA,20
15,2,EDU,10
15,2,LTSS,5
15,2,PLAY,5
