user_id,month,jar,percent,income
1,7,LTSS,15,19400000
1,7,PLAY,15,19400000
1,7,FAMILY,5,19400000
1,8,NEC,45,19400000
1,8,FFA,10,19400000
1,8,EDU,10,19400000
1,8,LTSS,15,19400000
1,8,PLAY,15,19400000
1,8,FAMILY,5,19400000
1,9,NEC,45,19400000
1,9,FFA,15,19400000
1,9,EDU,5,19400000
1,9,LTSS,20,19400000
1,9,PLAY,10,19400000
1,9,FAMILY,5,19400000
1,10,NEC,45,19400000
1,10,FFA,15,19400000
1,10,EDU,5,19400000
1,10,LTSS,20,19400000
1,10,PLAY,10,19400000
1,10,FAMILY,5,19400000
1,11,NEC,45,19400000
1,11,FFA,15,19400000
1,11,EDU,5,19400000
1,11,LTSS,20,19400000
1,11,PLAY,10,19400000
1,11,FAMILY,5,19400000
1,12,NEC,45,19400000
1,12,FFA,15,19400000
1,12,EDU,5,19400000
1,12,LTSS,20,19400000
1,12,PLAY,10,19400000
1,12,FAMILY,5,19400000
2,1,NEC,45,18100000
2,1,FFA,10,18100000
2,1,EDU,5,18100000
2,1,LTSS,15,18100000
2,1,PLAY,10,18100000
2,1,GIVE,5,18100000
2,1,FAMILY,5,18100000
2,1,EMERGENCY,5,18100000
2,2,NEC,45,18100000
2,2,FFA,10,18100000
2,2,EDU,5,18100000
2,2,LTSS,15,18100000
2,2,PLAY,10,18100000
2,2,GIVE,5,18100000
2,2,FAMILY,5,18100000
2,2,EMERGENCY,5,18100000
2,3,NEC,45,18100000
2,3,FFA,10,18100000
2,3,EDU,5,18100000
2,3,LTSS,15,18100000
2,3,PLAY,10,18100000
2,3,GIVE,5,18100000
2,3,FAMILY,5,18100000
2,3,EMERGENCY,5,18100000
2,4,NEC,45,18100000
2,4,FFA,10,18100000
2,4,EDU,5,18100000
2,4,LTSS,15,18100000
2,4,PLAY,10,18100000
2,4,GIVE,5,18100000
2,4,FAMILY,5,18100000
2,4,EMERGENCY,5,18100000
2,5,NEC,45,18100000
2,5,FFA,20,18100000
2,5,EDU,10,18100000
2,5,LTSS,5,18100000
2,5,PLAY,5,18100000
2,5,GIVE,5,18100000
2,5,FAMILY,5,18100000
2,5,EMERGENCY,5,18100000
2,6,NEC,45,18100000
2,6,FFA,20,18100000
2,6,EDU,10,18100000
2,6,LTSS,5,18100000
2,6,PLAY,5,18100000
2,6,GIVE,5,18100000
2,6,FAMILY,5,18100000
2,6,EMERGENCY,5,18100000
2,7,NEC,45,18100000
2,7,FFA,20,18100000
2,7,EDU,10,18100000
2,7,LTSS,5,18100000
2,7,PLAY,5,18100000
2,7,GIVE,5,18100000
2,7,FAMILY,5,18100000
2,7,EMERGENCY,5,18100000
2,8,NEC,45,18100000
2,8,FFA,20,18100000
2,8,EDU,10,18100000
2,8,LTSS,5,18100000
2,8,PLAY,5,18100000
2,8,GIVE,5,18100000
2,8,FAMILY,5,18100000
2,8,EMERGENCY,5,18100000
2,9,NEC,45,18100000
2,9,FFA,10,18100000
2,9,EDU,5,18100000
2,9,LTSS,15,18100000
2,9,PLAY,10,18100000
2,9,EMERGENCY,5,18100000
2,9,HEALTH,5,18100000
2,9,DREAM,5,18100000
2,10,NEC,45,18100000
2,10,FFA,10,18100000
2,10,EDU,5,18100000
2,10,LTSS,15,18100000
2,10,PLAY,10,18100000
2,10,EMERGENCY,5,18100000
2,10,HEALTH,5,18100000
2,10,DREAM,5,18100000
2,11,NEC,45,18100000
2,11,FFA,10,18100000
2,11,EDU,5,18100000
2,11,LTSS,15,18100000
2,11,PLAY,10,18100000
2,11,EMERGENCY,5,18100000
2,11,HEALTH,5,18100000
2,11,DREAM,5,18100000
2,12,NEC,45,18100000
2,12,FFA,10,18100000
2,12,EDU,5,18100000
2,12,LTSS,15,18100000
2,12,PLAY,10,18100000
2,12,EMERGENCY,5,18100000
2,12,HEALTH,5,18100000
2,12,DREAM,5,18100000
3,1,NEC,45,21800000
3,1,FFA,15,21800000
3,1,EDU,5,21800000
3,1,LTSS,5,21800000
3,1,PLAY,10,21800000
3,1,GIVE,5,21800000
3,1,HEALTH,5,21800000
3,1,EMERGENCY,5,21800000
3,1,DREAM,5,21800000
3,2,NEC,45,21800000
3,2,FFA,15,21800000
3,2,EDU,5,21800000
3,2,LTSS,5,21800000
3,2,PLAY,10,21800000
3,2,GIVE,5,21800000
3,2,HEALTH,5,21800000
3,2,EMERGENCY,5,21800000
3,2,DREAM,5,21800000
3,3,NEC,45,21800000
3,3,FFA,15,21800000
3,3,EDU,5,21800000
3,3,LTSS,5,21800000
3,3,PLAY,10,21800000
3,3,GIVE,5,21800000
3,3,HEALTH,5,21800000
3,3,EMERGENCY,5,21800000
3,3,DREAM,5,21800000
3,4,NEC,45,21800000
3,4,FFA,15,21800000
3,4,EDU,5,21800000
3,4,LTSS,5,21800000
3,4,PLAY,10,21800000
3,4,GIVE,5,21800000
3,4,HEALTH,5,21800000
3,4,EMERGENCY,5,21800000
3,4,DREAM,5,21800000
3,5,NEC,45,21800000
3,5,FFA,10,21800000
3,5,EDU,10,21800000
3,5,LTSS,5,21800000
3,5,PLAY,5,21800000
3,5,GIVE,5,21800000
3,5,HEALTH,5,21800000
3,5,EMERGENCY,10,21800000
3,5,DREAM,5,21800000
3,6,NEC,45,21800000
3,6,FFA,10,21800000
3,6,EDU,10,21800000
3,6,LTSS,5,21800000
3,6,PLAY,5,21800000
3,6,GIVE,5,21800000
3,6,HEALTH,5,21800000
3,6,EMERGENCY,10,21800000
3,6,DREAM,5,21800000
3,7,NEC,45,21800000
3,7,FFA,10,21800000
3,7,EDU,10,21800000
3,7,LTSS,5,21800000
3,7,PLAY,5,21800000
3,7,GIVE,5,21800000
3,7,HEALTH,5,21800000
3,7,EMERGENCY,10,21800000
3,7,DREAM,5,21800000
3,8,NEC,45,21800000
3,8,FFA,10,21800000
3,8,EDU,10,21800000
3,8,LTSS,5,21800000
3,8,PLAY,5,21800000
3,8,GIVE,5,21800000
3,8,HEALTH,5,21800000
3,8,EMERGENCY,10,21800000
3,8,DREAM,5,21800000
3,9,NEC,45,21800000
3,9,FFA,10,21800000
3,9,EDU,5,21800000
3,9,LTSS,15,21800000
3,9,PLAY,5,21800000
3,9,GIVE,5,21800000
3,9,HEALTH,5,21800000
3,9,EMERGENCY,5,21800000
3,9,DREAM,5,21800000
3,10,NEC,45,21800000
3,10,FFA,10,21800000
3,10,EDU,5,21800000
3,10,LTSS,15,21800000
3,10,PLAY,5,21800000
3,10,GIVE,5,21800000
3,10,HEALTH,5,21800000
3,10,EMERGENCY,5,21800000
3,10,DREAM,5,21800000
3,11,NEC,45,21800000
3,11,FFA,10,21800000
3,11,EDU,5,21800000
3,11,LTSS,15,21800000
3,11,PLAY,5,21800000
3,11,GIVE,5,21800000
3,11,HEALTH,5,21800000
3,11,EMERGENCY,5,21800000
3,11,DREAM,5,21800000
3,12,NEC,45,21800000
3,12,FFA,10,21800000
3,12,EDU,5,21800000
3,12,LTSS,15,21800000
3,12,PLAY,5,21800000
3,12,GIVE,5,21800000
3,12,HEALTH,5,21800000
3,12,EMERGENCY,5,21800000
3,12,DREAM,5,21800000
4,1,NEC,60,5900000
4,1,FFA,5,5900000
4,1,EDU,15,5900000
4,1,LTSS,10,5900000
4,1,PLAY,5,5900000
4,1,DREAM,5,5900000
4,2,NEC,60,5900000
4,2,FFA,5,5900000
4,2,EDU,15,5900000
4,2,LTSS,10,5900000
4,2,PLAY,5,5900000
4,2,DREAM,5,5900000
4,3,NEC,60,5900000
4,3,FFA,5,5900000
4,3,EDU,15,5900000
4,3,LTSS,10,5900000
4,3,PLAY,5,5900000
4,3,DREAM,5,5900000
4,4,NEC,60,5900000
4,4,FFA,5,5900000
4,4,EDU,15,5900000
4,4,LTSS,10,5900000
4,4,PLAY,5,5900000
4,4,DREAM,5,5900000
4,5,NEC,50,5900000
4,5,FFA,10,5900000
4,5,EDU,10,5900000
4,5,LTSS,20,5900000
4,5,PLAY,5,5900000
4,5,DREAM,5,5900000
4,6,NEC,50,5900000
4,6,FFA,10,5900000
4,6,EDU,10,5900000
4,6,LTSS,20,5900000
4,6,PLAY,5,5900000
4,6,DREAM,5,5900000
4,7,NEC,50,5900000
4,7,FFA,10,5900000
4,7,EDU,10,5900000
4,7,LTSS,20,5900000
4,7,PLAY,5,5900000
4,7,DREAM,5,5900000
4,8,NEC,50,5900000
4,8,FFA,10,5900000
4,8,EDU,10,5900000
4,8,LTSS,20,5900000
4,8,PLAY,5,5900000
4,8,DREAM,5,5900000
4,9,NEC,45,5900000
4,9,FFA,20,5900000
4,9,EDU,10,5900000
4,9,LTSS,10,5900000
4,9,PLAY,10,5900000
4,9,DREAM,5,5900000
4,10,NEC,45,5900000
4,10,FFA,20,5900000
4,10,EDU,10,5900000
4,10,LTSS,10,5900000
4,10,PLAY,10,5900000
4,10,DREAM,5,5900000
4,11,NEC,45,5900000
4,11,FFA,20,5900000
4,11,EDU,10,5900000
4,11,LTSS,10,5900000
4,11,PLAY,10,5900000
4,11,DREAM,5,5900000
4,12,NEC,45,5900000
4,12,FFA,20,5900000
4,12,EDU,10,5900000
4,12,LTSS,10,5900000
4,12,PLAY,10,5900000
4,12,DREAM,5,5900000
5,1,NEC,50,11200000
5,1,FFA,20,11200000
5,1,EDU,15,11200000
5,1,LTSS,5,11200000
5,1,PLAY,5,11200000
5,1,GIVE,5,11200000
5,2,NEC,50,11200000
5,2,FFA,20,11200000
5,2,EDU,15,11200000
5,2,LTSS,5,11200000
5,2,PLAY,5,11200000
5,2,GIVE,5,11200000
5,3,NEC,50,11200000
5,3,FFA,20,11200000
5,3,EDU,15,11200000
5,3,LTSS,5,11200000
5,3,PLAY,5,11200000
5,3,GIVE,5,11200000
5,4,NEC,50,11200000
5,4,FFA,20,11200000
5,4,EDU,15,11200000
5,4,LTSS,5,11200000
5,4,PLAY,5,11200000
5,4,GIVE,5,11200000
5,5,NEC,45,11200000
5,5,FFA,5,11200000
5,5,EDU,10,11200000
5,5,LTSS,15,11200000
5,5,PLAY,15,11200000
5,5,GIVE,10,11200000
5,6,NEC,45,11200000
5,6,FFA,5,11200000
5,6,EDU,10,11200000
5,6,LTSS,15,11200000
5,6,PLAY,15,11200000
5,6,GIVE,10,11200000
5,7,NEC,45,11200000
5,7,FFA,5,11200000
5,7,EDU,10,11200000
5,7,LTSS,15,11200000
5,7,PLAY,15,11200000
5,7,GIVE,10,11200000
5,8,NEC,45,11200000
5,8,FFA,5,11200000
5,8,EDU,10,11200000
5,8,LTSS,15,11200000
5,8,PLAY,15,11200000
5,8,GIVE,10,11200000
5,9,NEC,45,11200000
5,9,FFA,10,11200000
5,9,EDU,15,11200000
5,9,LTSS,5,11200000
5,9,PLAY,15,11200000
5,9,GIVE,10,11200000
5,10,NEC,45,11200000
5,10,FFA,10,11200000
5,10,EDU,15,11200000
5,10,LTSS,5,11200000
5,10,PLAY,15,11200000
5,10,GIVE,10,11200000
5,11,NEC,45,11200000
5,11,FFA,10,11200000
5,11,EDU,15,11200000
5,11,LTSS,5,11200000
5,11,PLAY,15,11200000
5,11,GIVE,10,11200000
5,12,NEC,45,11200000
5,12,FFA,10,11200000
5,12,EDU,15,11200000
5,12,LTSS,5,11200000
5,12,PLAY,15,11200000
5,12,GIVE,10,11200000
6,1,NEC,45,10700000
6,1,FFA,5,10700000
6,1,EDU,5,10700000
6,1,LTSS,10,10700000
6,1,PLAY,10,10700000
6,1,GIVE,5,10700000
6,1,DREAM,10,10700000
6,1,HEALTH,10,10700000
6,2,NEC,45,10700000
6,2,FFA,5,10700000
6,2,EDU,5,10700000
6,2,LTSS,10,10700000
6,2,PLAY,10,10700000
6,2,GIVE,5,10700000
6,2,DREAM,10,10700000
6,2,HEALTH,10,10700000
6,3,NEC,45,10700000
6,3,FFA,5,10700000
6,3,EDU,5,10700000
6,3,LTSS,10,10700000
6,3,PLAY,10,10700000
6,3,GIVE,5,10700000
6,3,DREAM,10,10700000
6,3,HEALTH,10,10700000
6,4,NEC,45,10700000
6,4,FFA,5,10700000
6,4,EDU,5,10700000
6,4,LTSS,10,10700000
6,4,PLAY,10,10700000
6,4,GIVE,5,10700000
6,4,DREAM,10,10700000
6,4,HEALTH,10,10700000
6,5,NEC,45,10700000
6,5,FFA,15,10700000
6,5,EDU,10,10700000
6,5,LTSS,5,10700000
6,5,PLAY,10,10700000
6,5,GIVE,5,10700000
6,5,DREAM,5,10700000
6,5,HEALTH,5,10700000
6,6,NEC,45,10700000
6,6,FFA,15,10700000
6,6,EDU,10,10700000
6,6,LTSS,5,10700000
6,6,PLAY,10,10700000
6,6,GIVE,5,10700000
6,6,DREAM,5,10700000
6,6,HEALTH,5,10700000
6,7,NEC,45,10700000
6,7,FFA,15,10700000
6,7,EDU,10,10700000
6,7,LTSS,5,10700000
6,7,PLAY,10,10700000
6,7,GIVE,5,10700000
6,7,DREAM,5,10700000
6,7,HEALTH,5,10700000
6,8,NEC,45,10700000
6,8,FFA,15,10700000
6,8,EDU,10,10700000
6,8,LTSS,5,10700000
6,8,PLAY,10,10700000
6,8,GIVE,5,10700000
6,8,DREAM,5,10700000
6,8,HEALTH,5,10700000
6,9,NEC,45,10700000
6,9,FFA,5,10700000
6,9,EDU,10,10700000
6,9,LTSS,5,10700000
6,9,PLAY,15,10700000
6,9,GIVE,10,10700000
6,9,DREAM,5,10700000
6,9,HEALTH,5,10700000
6,10,NEC,45,10700000
6,10,FFA,5,10700000
6,10,EDU,10,10700000
6,10,LTSS,5,10700000
6,10,PLAY,15,10700000
6,10,GIVE,10,10700000
6,10,DREAM,5,10700000
6,10,HEALTH,5,10700000
6,11,NEC,45,10700000
6,11,FFA,5,10700000
6,11,EDU,10,10700000
6,11,LTSS,5,10700000
6,11,PLAY,15,10700000
6,11,GIVE,10,10700000
6,11,DREAM,5,10700000
6,11,HEALTH,5,10700000
6,12,NEC,45,10700000
6,12,FFA,5,10700000
6,12,EDU,10,10700000
6,12,LTSS,5,10700000
6,12,PLAY,15,10700000
6,12,GIVE,10,10700000
6,12,DREAM,5,10700000
6,12,HEALTH,5,10700000
7,1,NEC,45,28300000
7,1,FFA,5,28300000
7,1,EDU,10,28300000
7,1,LTSS,15,28300000
7,1,PLAY,5,28300000
7,1,EMERGENCY,15,28300000
7,1,GIVE,5,28300000
7,2,NEC,45,28300000
7,2,FFA,5,28300000
7,2,EDU,10,28300000
7,2,LTSS,15,28300000
7,2,PLAY,5,28300000
7,2,EMERGENCY,15,28300000
7,2,GIVE,5,28300000
7,3,NEC,45,28300000
7,3,FFA,5,28300000
7,3,EDU,10,28300000
7,3,LTSS,15,28300000
7,3,PLAY,5,28300000
7,3,EMERGENCY,15,28300000
7,3,GIVE,5,28300000
7,4,NEC,45,28300000
7,4,FFA,5,28300000
7,4,EDU,10,28300000
7,4,LTSS,15,28300000
7,4,PLAY,5,28300000
7,4,EMERGENCY,15,28300000
7,4,GIVE,5,28300000
7,5,NEC,45,28300000
7,5,FFA,15,28300000
7,5,EDU,5,28300000
7,5,LTSS,15,28300000
7,5,PLAY,5,28300000
7,5,EMERGENCY,5,28300000
7,5,GIVE,10,28300000
7,6,NEC,45,28300000
7,6,FFA,15,28300000
7,6,EDU,5,28300000
7,6,LTSS,15,28300000
7,6,PLAY,5,28300000
7,6,EMERGENCY,5,28300000
7,6,GIVE,10,28300000
7,7,NEC,45,28300000
7,7,FFA,15,28300000
7,7,EDU,5,28300000
7,7,LTSS,15,28300000
7,7,PLAY,5,28300000
7,7,EMERGENCY,5,28300000
7,7,GIVE,10,28300000
7,8,NEC,45,28300000
7,8,FFA,15,28300000
7,8,EDU,5,28300000
7,8,LTSS,15,28300000
7,8,PLAY,5,28300000
7,8,EMERGENCY,5,28300000
7,8,GIVE,10,28300000
7,9,NEC,45,28300000
7,9,FFA,10,28300000
7,9,EDU,5,28300000
7,9,LTSS,15,28300000
7,9,PLAY,10,28300000
7,9,EMERGENCY,5,28300000
7,9,GIVE,10,28300000
7,10,NEC,45,28300000
7,10,FFA,10,28300000
7,10,EDU,5,28300000
7,10,LTSS,15,28300000
7,10,PLAY,10,28300000
7,10,EMERGENCY,5,28300000
7,10,GIVE,10,28300000
7,11,NEC,45,28300000
7,11,FFA,10,28300000
7,11,EDU,5,28300000
7,11,LTSS,15,28300000
7,11,PLAY,10,28300000
7,11,EMERGENCY,5,28300000
7,11,GIVE,10,28300000
7,12,NEC,45,28300000
7,12,FFA,10,28300000
7,12,EDU,5,28300000
7,12,LTSS,15,28300000
7,12,PLAY,10,28300000
7,12,EMERGENCY,5,28300000
7,12,GIVE,10,28300000
8,1,NEC,50,9000000
8,1,FFA,20,9000000
8,1,EDU,15,9000000
8,1,LTSS,5,9000000
8,1,PLAY,5,9000000
8,1,FAMILY,5,9000000
8,2,NEC,50,9000000
8,2,FFA,20,9000000
8,2,EDU,15,9000000
8,2,LTSS,5,9000000
8,2,PLAY,5,9000000
8,2,FAMILY,5,9000000
8,3,NEC,50,9000000
8,3,FFA,20,9000000
8,3,EDU,15,9000000
8,3,LTSS,5,9000000
8,3,PLAY,5,9000000
8,3,FAMILY,5,9000000
8,4,NEC,50,9000000
8,4,FFA,20,9000000
8,4,EDU,15,9000000
8,4,LTSS,5,9000000
8,4,PLAY,5,9000000
8,4,FAMILY,5,9000000
8,5,NEC,50,9000000
8,5,FFA,10,9000000
8,5,EDU,5,9000000
8,5,LTSS,5,9000000
8,5,PLAY,15,9000000
8,5,FAMILY,15,9000000
8,6,NEC,50,9000000
8,6,FFA,10,9000000
8,6,EDU,5,9000000
8,6,LTSS,5,9000000
8,6,PLAY,15,9000000
8,6,FAMILY,15,9000000
8,7,NEC,50,9000000
8,7,FFA,10,9000000
8,7,EDU,5,9000000
8,7,LTSS,5,9000000
8,7,PLAY,15,9000000
8,7,FAMILY,15,9000000
8,8,NEC,50,9000000
8,8,FFA,10,9000000
8,8,EDU,5,9000000
8,8,LTSS,5,9000000
8,8,PLAY,15,9000000
8,8,FAMILY,15,9000000
8,9,NEC,45,9000000
8,9,FFA,5,9000000
8,9,EDU,5,9000000
8,9,LTSS,20,9000000
8,9,PLAY,10,9000000
8,9,FAMILY,15,9000000
8,10,NEC,45,9000000
8,10,FFA,5,9000000
8,10,EDU,5,9000000
8,10,LTSS,20,9000000
8,10,PLAY,10,9000000
8,10,FAMILY,15,9000000
8,11,NEC,45,9000000
8,11,FFA,5,9000000
8,11,EDU,5,9000000
8,11,LTSS,20,9000000
8,11,PLAY,10,9000000
8,11,FAMILY,15,9000000
8,12,NEC,45,9000000
8,12,FFA,5,9000000
8,12,EDU,5,9000000
8,12,LTSS,20,9000000
8,12,PLAY,10,9000000
8,12,FAMILY,15,9000000
9,1,NEC,45,6700000
9,1,FFA,5,6700000
9,1,EDU,5,6700000
9,1,LTSS,5,6700000
9,1,PLAY,5,6700000
9,1,DREAM,5,6700000
9,1,FAMILY,10,6700000
9,1,HEALTH,5,6700000
9,1,EMERGENCY,15,6700000
9,2,NEC,45,6700000
9,2,FFA,5,6700000
9,2,EDU,5,6700000
9,2,LTSS,5,6700000
9,2,PLAY,5,6700000
9,2,DREAM,5,6700000
9,2,FAMILY,10,6700000
9,2,HEALTH,5,6700000
9,2,EMERGENCY,15,6700000
9,3,NEC,45,6700000
9,3,FFA,5,6700000
9,3,EDU,5,6700000
9,3,LTSS,5,6700000
9,3,PLAY,5,6700000
9,3,DREAM,5,6700000
9,3,FAMILY,10,6700000
9,3,HEALTH,5,6700000
9,3,EMERGENCY,15,6700000
9,4,NEC,45,6700000
9,4,FFA,5,6700000
9,4,EDU,5,6700000
9,4,LTSS,5,6700000
9,4,PLAY,5,6700000
9,4,DREAM,5,6700000
9,4,FAMILY,10,6700000
9,4,HEALTH,5,6700000
9,4,EMERGENCY,15,6700000
9,5,NEC,45,6700000
9,5,FFA,5,6700000
9,5,EDU,10,6700000
9,5,LTSS,15,6700000
9,5,PLAY,5,6700000
9,5,DREAM,5,6700000
9,5,FAMILY,5,6700000
9,5,HEALTH,5,6700000
9,5,EMERGENCY,5,6700000
9,6,NEC,45,6700000
9,6,FFA,5,6700000
9,6,EDU,10,6700000
9,6,LTSS,15,6700000
9,6,PLAY,5,6700000
9,6,DREAM,5,6700000
9,6,FAMILY,5,6700000
9,6,HEALTH,5,6700000
9,6,EMERGENCY,5,6700000
9,7,NEC,45,6700000
9,7,FFA,5,6700000
9,7,EDU,10,6700000
9,7,LTSS,15,6700000
9,7,PLAY,5,6700000
9,7,DREAM,5,6700000
9,7,FAMILY,5,6700000
9,7,HEALTH,5,6700000
9,7,EMERGENCY,5,6700000
9,8,NEC,45,6700000
9,8,FFA,5,6700000
9,8,EDU,10,6700000
9,8,LTSS,15,6700000
9,8,PLAY,5,6700000
9,8,DREAM,5,6700000
9,8,FAMILY,5,6700000
9,8,HEALTH,5,6700000
9,8,EMERGENCY,5,6700000
9,9,NEC,45,6700000
9,9,FFA,10,6700000
9,9,EDU,5,6700000
9,9,LTSS,5,6700000
9,9,PLAY,5,6700000
9,9,DREAM,5,6700000
9,9,FAMILY,5,6700000
9,9,HEALTH,5,6700000
9,9,EMERGENCY,15,6700000
9,10,NEC,45,6700000
9,10,FFA,10,6700000
9,10,EDU,5,6700000
9,10,LTSS,5,6700000
9,10,PLAY,5,6700000
9,10,DREAM,5,6700000
9,10,FAMILY,5,6700000
9,10,HEALTH,5,6700000
9,10,EMERGENCY,15,6700000
9,11,NEC,45,6700000
9,11,FFA,10,6700000
9,11,EDU,5,6700000
9,11,LTSS,5,6700000
9,11,PLAY,5,6700000
9,11,DREAM,5,6700000
9,11,FAMILY,5,6700000
9,11,HEALTH,5,6700000
9,11,EMERGENCY,15,6700000
9,12,NEC,45,6700000
9,12,FFA,10,6700000
9,12,EDU,5,6700000
9,12,LTSS,5,6700000
9,12,PLAY,5,6700000
9,12,DREAM,5,6700000
9,12,FAMILY,5,6700000
9,12,HEALTH,5,6700000
9,12,EMERGENCY,15,6700000
10,1,NEC,45,18200000
10,1,FFA,15,18200000
10,1,EDU,10,18200000
10,1,LTSS,5,18200000
10,1,PLAY,5,18200000
10,1,EMERGENCY,10,18200000
10,1,GIVE,10,18200000
10,2,NEC,45,18200000
10,2,FFA,15,18200000
10,2,EDU,10,18200000
10,2,LTSS,5,18200000
10,2,PLAY,5,18200000
10,2,EMERGENCY,10,18200000
10,2,GIVE,10,18200000
10,3,NEC,45,18200000
10,3,FFA,15,18200000
10,3,EDU,10,18200000
10,3,LTSS,5,18200000
10,3,PLAY,5,18200000
10,3,EMERGENCY,10,18200000
10,3,GIVE,10,18200000
10,4,NEC,45,18200000
10,4,FFA,15,18200000
10,4,EDU,10,18200000
10,4,LTSS,5,18200000
10,4,PLAY,5,18200000
10,4,EMERGENCY,10,18200000
10,4,GIVE,10,18200000
10,5,NEC,45,18200000
10,5,FFA,10,18200000
10,5,EDU,10,18200000
10,5,LTSS,20,18200000
10,5,PLAY,5,18200000
10,5,HEALTH,5,18200000
10,5,FAMILY,5,18200000
10,6,NEC,45,18200000
10,6,FFA,10,18200000
10,6,EDU,10,18200000
10,6,LTSS,20,18200000
10,6,PLAY,5,18200000
10,6,HEALTH,5,18200000
10,6,FAMILY,5,18200000
10,7,NEC,45,18200000
10,7,FFA,10,18200000
10,7,EDU,10,18200000
10,7,LTSS,20,18200000
10,7,PLAY,5,18200000
10,7,HEALTH,5,18200000
10,7,FAMILY,5,18200000
10,8,NEC,45,18200000
10,8,FFA,10,18200000
10,8,EDU,10,18200000
10,8,LTSS,20,18200000
10,8,PLAY,5,18200000
10,8,HEALTH,5,18200000
10,8,FAMILY,5,18200000
10,9,NEC,45,18200000
10,9,FFA,5,18200000
10,9,EDU,15,18200000
10,9,LTSS,20,18200000
10,9,PLAY,5,18200000
10,9,EMERGENCY,5,18200000
10,9,GIVE,5,18200000
10,10,NEC,45,18200000
10,10,FFA,5,18200000
10,10,EDU,15,18200000
10,10,LTSS,20,18200000
10,10,PLAY,5,18200000
10,10,EMERGENCY,5,18200000
10,10,GIVE,5,18200000
10,11,NEC,45,18200000
10,11,FFA,5,18200000
10,11,EDU,15,18200000
10,11,LTSS,20,18200000
10,11,PLAY,5,18200000
10,11,EMERGENCY,5,18200000
10,11,GIVE,5,18200000
10,12,NEC,45,18200000
10,12,FFA,5,18200000
10,12,EDU,15,18200000
10,12,LTSS,20,18200000
10,12,PLAY,5,18200000
10,12,EMERGENCY,5,18200000
10,12,GIVE,5,18200000
11,1,NEC,50,10100000
11,1,FFA,10,10100000
11,1,EDU,5,10100000
11,1,LTSS,15,10100000
