user_id,month,jar,percent,income,spending_percent,actual_spent_amount
1,9,NEC,45,19400000,115.8,10109000.0
1,9,FFA,15,19400000,81.8,2380000.0
1,9,EDU,5,19400000,128.1,1243000.0
1,9,LTSS,20,19400000,72.0,2794000.0
1,9,PLAY,10,19400000,111.7,2167000.0
1,9,FAMILY,5,19400000,143.8,1395000.0
1,10,NEC,45,19400000,80.2,7001000.0
1,10,FFA,15,19400000,88.7,2581000.0
1,10,EDU,5,19400000,102.0,989000.0
1,10,LTSS,20,19400000,89.9,3488000.0
1,10,PLAY,10,19400000,69.0,1339000.0
1,10,FAMILY,5,19400000,101.4,984000.0
1,11,NEC,45,19400000,78.8,6879000.0
1,11,FFA,15,19400000,109.5,3186000.0
1,11,EDU,5,19400000,81.6,792000.0
1,11,LTSS,20,19400000,131.0,5083000.0
1,11,PLAY,10,19400000,84.3,1635000.0
1,11,FAMILY,5,19400000,93.6,908000.0
1,12,NEC,45,19400000,116.3,10153000.0
1,12,FFA,15,19400000,75.4,2194000.0
1,12,EDU,5,19400000,104.5,1014000.0
1,12,LTSS,20,19400000,126.1,4893000.0
1,12,PLAY,10,19400000,67.9,1317000.0
1,12,FAMILY,5,19400000,103.7,1006000.0
2,1,NEC,45,18100000,105.2,8569000.0
2,1,FFA,10,18100000,115.6,2092000.0
2,1,EDU,5,18100000,75.3,681000.0
2,1,LTSS,15,18100000,73.6,1998000.0
2,1,PLAY,10,18100000,110.4,1998000.0
2,1,GIVE,5,18100000,105.9,958000.0
2,1,FAMILY,5,18100000,105.0,950000.0
2,1,EMERGENCY,5,18100000,106.9,967000.0
2,2,NEC,45,18100000,86.4,7037000.0
2,2,FFA,10,18100000,104.6,1893000.0
2,2,EDU,5,18100000,105.9,958000.0
2,2,LTSS,15,18100000,85.7,2327000.0
2,2,PLAY,10,18100000,137.3,2485000.0
2,2,GIVE,5,18100000,109.5,991000.0
2,2,FAMILY,5,18100000,76.2,690000.0
2,2,EMERGENCY,5,18100000,113.1,1024000.0
2,3,NEC,45,18100000,80.5,6557000.0
2,3,FFA,10,18100000,115.7,2094000.0
2,3,EDU,5,18100000,123.2,1115000.0
2,3,LTSS,15,18100000,83.6,2270000.0
2,3,PLAY,10,18100000,119.3,2159000.0
2,3,GIVE,5,18100000,108.3,980000.0
2,3,FAMILY,5,18100000,116.4,1053000.0
2,3,EMERGENCY,5,18100000,137.9,1248000.0
2,4,NEC,45,18100000,95.1,7746000.0
2,4,FFA,10,18100000,84.9,1537000.0
2,4,EDU,5,18100000,82.2,744000.0
2,4,LTSS,15,18100000,83.7,2272000.0
2,4,PLAY,10,18100000,98.5,1783000.0
2,4,GIVE,5,18100000,106.8,967000.0
2,4,FAMILY,5,18100000,105.5,955000.0
2,4,EMERGENCY,5,18100000,116.5,1054000.0
2,5,NEC,45,18100000,100.3,8169000.0
2,5,FFA,20,18100000,129.1,4673000.0
2,5,EDU,10,18100000,94.7,1714000.0
2,5,LTSS,5,18100000,154.4,1397000.0
2,5,PLAY,5,18100000,112.5,1018000.0
2,5,GIVE,5,18100000,82.9,750000.0
2,5,FAMILY,5,18100000,78.6,711000.0
2,5,EMERGENCY,5,18100000,109.6,992000.0
2,6,NEC,45,18100000,95.5,7778000.0
2,6,FFA,20,18100000,114.3,4138000.0
2,6,EDU,10,18100000,109.5,1982000.0
2,6,LTSS,5,18100000,98.5,891000.0
2,6,PLAY,5,18100000,83.1,752000.0
2,6,GIVE,5,18100000,69.7,631000.0
2,6,FAMILY,5,18100000,91.1,824000.0
2,6,EMERGENCY,5,18100000,117.1,1060000.0
2,7,NEC,45,18100000,104.3,8495000.0
2,7,FFA,20,18100000,75.1,2719000.0
2,7,EDU,10,18100000,103.5,1873000.0
2,7,LTSS,5,18100000,107.7,975000.0
2,7,PLAY,5,18100000,82.3,745000.0
2,7,GIVE,5,18100000,103.1,933000.0
2,7,FAMILY,5,18100000,101.2,916000.0
2,7,EMERGENCY,5,18100000,77.1,698000.0
2,8,NEC,45,18100000,107.2,8731000.0
2,8,FFA,20,18100000,111.2,4025000.0
2,8,EDU,10,18100000,121.7,2203000.0
2,8,LTSS,5,18100000,121.1,1096000.0
2,8,PLAY,5,18100000,72.4,655000.0
2,8,GIVE,5,18100000,81.2,735000.0
2,8,FAMILY,5,18100000,110.3,998000.0
2,8,EMERGENCY,5,18100000,110.3,998000.0
2,9,NEC,45,18100000,110.3,8984000.0
2,9,FFA,10,18100000,177.1,3206000.0
2,9,EDU,5,18100000,111.4,1008000.0
2,9,LTSS,15,18100000,122.7,3331000.0
2,9,PLAY,10,18100000,119.1,2156000.0
2,9,EMERGENCY,5,18100000,113.0,1023000.0
2,9,HEALTH,5,18100000,93.7,848000.0
2,9,DREAM,5,18100000,115.2,1043000.0
2,10,NEC,45,18100000,84.5,6883000.0
2,10,FFA,10,18100000,95.3,1725000.0
2,10,EDU,5,18100000,90.3,817000.0
2,10,LTSS,15,18100000,101.6,2758000.0
2,10,PLAY,10,18100000,146.3,2648000.0
2,10,EMERGENCY,5,18100000,62.7,567000.0
2,10,HEALTH,5,18100000,113.7,1029000.0
2,10,DREAM,5,18100000,67.7,613000.0
2,11,NEC,45,18100000,90.6,7379000.0
2,11,FFA,10,18100000,121.8,2205000.0
2,11,EDU,5,18100000,101.3,917000.0
2,11,LTSS,15,18100000,78.4,2129000.0
2,11,PLAY,10,18100000,85.7,1551000.0
2,11,EMERGENCY,5,18100000,113.6,1028000.0
2,11,HEALTH,5,18100000,85.4,773000.0
2,11,DREAM,5,18100000,104.3,944000.0
2,12,NEC,45,18100000,100.9,8218000.0
2,12,FFA,10,18100000,87.0,1575000.0
2,12,EDU,5,18100000,142.9,1293000.0
2,12,LTSS,15,18100000,112.7,3060000.0
2,12,PLAY,10,18100000,59.5,1077000.0
2,12,EMERGENCY,5,18100000,103.7,938000.0
2,12,HEALTH,5,18100000,86.8,786000.0
2,12,DREAM,5,18100000,117.0,1059000.0
3,1,NEC,45,21800000,84.1,8250000.0
3,1,FFA,15,21800000,97.7,3195000.0
3,1,EDU,5,21800000,110.1,1200000.0
3,1,LTSS,5,21800000,117.3,1279000.0
3,1,PLAY,10,21800000,76.0,1657000.0
3,1,GIVE,5,21800000,93.3,1017000.0
3,1,HEALTH,5,21800000,90.5,986000.0
3,1,EMERGENCY,5,21800000,86.9,947000.0
3,1,DREAM,5,21800000,135.3,1475000.0
3,2,NEC,45,21800000,108.1,10605000.0
3,2,FFA,15,21800000,74.8,2446000.0
3,2,EDU,5,21800000,118.4,1291000.0
3,2,LTSS,5,21800000,142.4,1552000.0
3,2,PLAY,10,21800000,120.6,2629000.0
3,2,GIVE,5,21800000,69.6,759000.0
3,2,HEALTH,5,21800000,90.3,984000.0
3,2,EMERGENCY,5,21800000,125.3,1366000.0
3,2,DREAM,5,21800000,85.8,935000.0
3,3,NEC,45,21800000,108.9,10683000.0
3,3,FFA,15,21800000,115.5,3777000.0
3,3,EDU,5,21800000,81.5,888000.0
3,3,LTSS,5,21800000,98.8,1077000.0
3,3,PLAY,10,21800000,35.2,767000.0
3,3,GIVE,5,21800000,79.5,867000.0
3,3,HEALTH,5,21800000,94.9,1034000.0
3,3,EMERGENCY,5,21800000,75.0,818000.0
3,3,DREAM,5,21800000,132.6,1445000.0
3,4,NEC,45,21800000,71.4,7004000.0
3,4,FFA,15,21800000,91.2,2982000.0
3,4,EDU,5,21800000,102.6,1118000.0
3,4,LTSS,5,21800000,128.8,1404000.0
3,4,PLAY,10,21800000,71.3,1554000.0
3,4,GIVE,5,21800000,123.3,1344000.0
3,4,HEALTH,5,21800000,100.2,1092000.0
3,4,EMERGENCY,5,21800000,80.4,876000.0
3,4,DREAM,5,21800000,109.2,1190000.0
3,5,NEC,45,21800000,104.0,10202000.0
3,5,FFA,10,21800000,88.0,1918000.0
3,5,EDU,10,21800000,101.4,2211000.0
3,5,LTSS,5,21800000,92.3,1006000.0
3,5,PLAY,5,21800000,102.3,1115000.0
3,5,GIVE,5,21800000,113.2,1234000.0
3,5,HEALTH,5,21800000,131.7,1436000.0
3,5,EMERGENCY,10,21800000,75.2,1639000.0
3,5,DREAM,5,21800000,142.7,1555000.0
3,6,NEC,45,21800000,61.0,5984000.0
3,6,FFA,10,21800000,97.0,2115000.0
3,6,EDU,10,21800000,111.8,2437000.0
3,6,LTSS,5,21800000,105.6,1151000.0
3,6,PLAY,5,21800000,87.5,954000.0
3,6,GIVE,5,21800000,95.8,1044000.0
3,6,HEALTH,5,21800000,90.1,982000.0
3,6,EMERGENCY,10,21800000,88.2,1923000.0
3,6,DREAM,5,21800000,117.0,1275000.0
3,7,NEC,45,21800000,107.1,10507000.0
3,7,FFA,10,21800000,86.1,1877000.0
3,7,EDU,10,21800000,118.0,2572000.0
3,7,LTSS,5,21800000,106.1,1156000.0
3,7,PLAY,5,21800000,116.3,1268000.0
3,7,GIVE,5,21800000,112.6,1227000.0
3,7,HEALTH,5,21800000,83.4,909000.0
3,7,EMERGENCY,10,21800000,88.8,1936000.0
3,7,DREAM,5,21800000,114.9,1252000.0
3,8,NEC,45,21800000,112.2,11007000.0
3,8,FFA,10,21800000,99.6,2171000.0
3,8,EDU,10,21800000,102.3,2230000.0
3,8,LTSS,5,21800000,125.6,1369000.0
3,8,PLAY,5,21800000,88.2,961000.0
3,8,GIVE,5,21800000,110.9,1209000.0
3,8,HEALTH,5,21800000,96.0,1046000.0
3,8,EMERGENCY,10,21800000,95.6,2084000.0
3,8,DREAM,5,21800000,122.0,1330000.0
3,9,NEC,45,21800000,116.5,11429000.0
3,9,FFA,10,21800000,116.3,2535000.0
3,9,EDU,5,21800000,126.1,1374000.0
3,9,LTSS,15,21800000,100.4,3283000.0
3,9,PLAY,5,21800000,113.6,1238000.0
3,9,GIVE,5,21800000,93.8,1022000.0
3,9,HEALTH,5,21800000,106.5,1161000.0
3,9,EMERGENCY,5,21800000,97.4,1062000.0
3,9,DREAM,5,21800000,101.9,1111000.0
3,10,NEC,45,21800000,111.9,10977000.0
3,10,FFA,10,21800000,83.6,1822000.0
3,10,EDU,5,21800000,141.8,1546000.0
3,10,LTSS,15,21800000,79.9,2613000.0
3,10,PLAY,5,21800000,75.7,825000.0
3,10,GIVE,5,21800000,123.2,1343000.0
3,10,HEALTH,5,21800000,115.8,1262000.0
3,10,EMERGENCY,5,21800000,112.5,1226000.0
3,10,DREAM,5,21800000,112.6,1227000.0
3,11,NEC,45,21800000,99.8,9790000.0
3,11,FFA,10,21800000,82.1,1790000.0
3,11,EDU,5,21800000,101.5,1106000.0
3,11,LTSS,15,21800000,86.5,2829000.0
3,11,PLAY,5,21800000,119.5,1303000.0
3,11,GIVE,5,21800000,97.1,1058000.0
3,11,HEALTH,5,21800000,83.5,910000.0
3,11,EMERGENCY,5,21800000,93.6,1020000.0
3,11,DREAM,5,21800000,108.3,1180000.0
3,12,NEC,45,21800000,88.7,8701000.0
3,12,FFA,10,21800000,83.6,1822000.0
3,12,EDU,5,21800000,104.9,1143000.0
3,12,LTSS,15,21800000,104.9,3430000.0
3,12,PLAY,5,21800000,89.9,980000.0
3,12,GIVE,5,21800000,90.6,988000.0
3,12,HEALTH,5,21800000,104.6,1140000.0
3,12,EMERGENCY,5,21800000,71.0,774000.0
3,12,DREAM,5,21800000,71.9,784000.0
4,1,NEC,60,5900000,85.6,3030000.0
4,1,FFA,5,5900000,95.7,282000.0
4,1,EDU,15,5900000,106.2,940000.0
4,1,LTSS,10,5900000,129.5,764000.0
4,1,PLAY,5,5900000,117.2,346000.0
4,1,DREAM,5,5900000,96.8,286000.0
4,2,NEC,60,5900000,99.6,3526000.0
4,2,FFA,5,5900000,79.9,236000.0
4,2,EDU,15,5900000,99.6,881000.0
4,2,LTSS,10,5900000,94.2,556000.0
4,2,PLAY,5,5900000,106.5,314000.0
4,2,DREAM,5,5900000,83.5,246000.0
4,3,NEC,60,5900000,110.4,3908000.0
4,3,FFA,5,5900000,130.7,386000.0
4,3,EDU,15,5900000,97.8,866000.0
4,3,LTSS,10,5900000,108.0,637000.0
4,3,PLAY,5,5900000,113.8,336000.0
4,3,DREAM,5,5900000,92.0,271000.0
4,4,NEC,60,5900000,104.5,3699000.0
4,4,FFA,5,5900000,100.3,296000.0
4,4,EDU,15,5900000,102.0,903000.0
4,4,LTSS,10,5900000,84.5,499000.0
4,4,PLAY,5,5900000,100.5,296000.0
4,4,DREAM,5,5900000,110.0,324000.0
4,5,NEC,50,5900000,129.0,3806000.0
4,5,FFA,10,5900000,119.2,703000.0
4,5,EDU,10,5900000,143.1,844000.0
4,5,LTSS,20,5900000,84.7,999000.0
4,5,PLAY,5,5900000,117.4,346000.0
4,5,DREAM,5,5900000,103.7,306000.0
4,6,NEC,50,5900000,143.8,4242000.0
4,6,FFA,10,5900000,83.8,494000.0
4,6,EDU,10,5900000,83.2,491000.0
4,6,LTSS,20,5900000,88.0,1038000.0
4,6,PLAY,5,5900000,57.5,170000.0
4,6,DREAM,5,5900000,89.5,264000.0
4,7,NEC,50,5900000,84.8,2502000.0
4,7,FFA,10,5900000,103.0,608000.0
4,7,EDU,10,5900000,106.8,630000.0
4,7,LTSS,20,5900000,137.5,1622000.0
4,7,PLAY,5,5900000,119.0,351000.0
4,7,DREAM,5,5900000,88.5,261000.0
4,8,NEC,50,5900000,82.0,2419000.0
4,8,FFA,10,5900000,109.8,648000.0
4,8,EDU,10,5900000,73.6,434000.0
4,8,LTSS,20,5900000,136.6,1612000.0
4,8,PLAY,5,5900000,123.6,365000.0
4,8,DREAM,5,5900000,90.6,267000.0
4,9,NEC,45,5900000,65.7,1744000.0
4,9,FFA,20,5900000,127.1,1500000.0
4,9,EDU,10,5900000,97.7,576000.0
4,9,LTSS,10,5900000,124.8,736000.0
4,9,PLAY,10,5900000,68.1,402000.0
4,9,DREAM,5,5900000,88.0,260000.0
4,10,NEC,45,5900000,100.1,2658000.0
4,10,FFA,20,5900000,100.9,1191000.0
4,10,EDU,10,5900000,91.0,537000.0
4,10,LTSS,10,5900000,112.5,664000.0
4,10,PLAY,10,5900000,78.6,464000.0
4,10,DREAM,5,5900000,97.2,287000.0
4,11,NEC,45,5900000,102.4,2719000.0
4,11,FFA,20,5900000,110.3,1302000.0
4,11,EDU,10,5900000,114.2,674000.0
4,11,LTSS,10,5900000,77.5,457000.0
4,11,PLAY,10,5900000,69.3,409000.0
4,11,DREAM,5,5900000,125.6,371000.0
4,12,NEC,45,5900000,106.6,2830000.0
4,12,FFA,20,5900000,85.0,1003000.0
4,12,EDU,10,5900000,131.0,773000.0
4,12,LTSS,10,5900000,102.3,604000.0
4,12,PLAY,10,5900000,123.6,729000.0
4,12,DREAM,5,5900000,101.4,299000.0
5,1,NEC,50,11200000,141.2,7907000.0
5,1,FFA,20,11200000,135.1,3026000.0
5,1,EDU,15,11200000,95.0,1596000.0
5,1,LTSS,5,11200000,119.4,669000.0
5,1,PLAY,5,11200000,112.9,632000.0
5,1,GIVE,5,11200000,127.4,713000.0
5,2,NEC,50,11200000,80.7,4519000.0
5,2,FFA,20,11200000,113.7,2547000.0
5,2,EDU,15,11200000,121.2,2036000.0
5,2,LTSS,5,11200000,64.8,363000.0
5,2,PLAY,5,11200000,76.3,427000.0
5,2,GIVE,5,11200000,59.2,332000.0
5,3,NEC,50,11200000,94.6,5298000.0
5,3,FFA,20,11200000,114.4,2563000.0
5,3,EDU,15,11200000,130.0,2184000.0
5,3,LTSS,5,11200000,101.5,568000.0
5,3,PLAY,5,11200000,132.6,743000.0
5,3,GIVE,5,11200000,72.4,405000.0
5,4,NEC,50,11200000,65.9,3690000.0
5,4,FFA,20,11200000,98.9,2215000.0
5,4,EDU,15,11200000,107.7,1809000.0
5,4,LTSS,5,11200000,99.3,556000.0
5,4,PLAY,5,11200000,58.7,329000.0
5,4,GIVE,5,11200000,98.2,550000.0
5,5,NEC,45,11200000,73.9,3725000.0
5,5,FFA,5,11200000,113.4,635000.0
5,5,EDU,10,11200000,107.3,1202000.0
5,5,LTSS,15,11200000,81.2,1364000.0
5,5,PLAY,15,11200000,89.7,1507000.0
5,5,GIVE,10,11200000,78.8,883000.0
5,6,NEC,45,11200000,98.7,4974000.0
5,6,FFA,5,11200000,119.1,667000.0
5,6,EDU,10,11200000,80.3,899000.0
5,6,LTSS,15,11200000,110.1,1850000.0
5,6,PLAY,15,11200000,89.4,1502000.0
5,6,GIVE,10,11200000,84.1,942000.0
5,7,NEC,45,11200000,97.9,4934000.0
5,7,FFA,5,11200000,79.3,444000.0
5,7,EDU,10,11200000,88.9,996000.0
5,7,LTSS,15,11200000,76.0,1277000.0
5,7,PLAY,15,11200000,139.3,2340000.0
5,7,GIVE,10,11200000,100.7,1128000.0
5,8,NEC,45,11200000,86.0,4334000.0
5,8,FFA,5,11200000,104.3,584000.0
5,8,EDU,10,11200000,97.8,1095000.0
5,8,LTSS,15,11200000,95.6,1606000.0
5,8,PLAY,15,11200000,112.3,1887000.0
5,8,GIVE,10,11200000,115.2,1290000.0
5,9,NEC,45,11200000,89.4,4506000.0
5,9,FFA,10,11200000,88.5,991000.0
5,9,EDU,15,11200000,94.5,1588000.0
5,9,LTSS,5,11200000,54.0,302000.0
5,9,PLAY,15,11200000,69.7,1171000.0
5,9,GIVE,10,11200000,127.3,1426000.0
5,10,NEC,45,11200000,132.9,6698000.0
5,10,FFA,10,11200000,95.0,1064000.0
5,10,EDU,15,11200000,111.5,1873000.0
5,10,LTSS,5,11200000,106.2,595000.0
5,10,PLAY,15,11200000,161.6,2715000.0
5,10,GIVE,10,11200000,122.4,1371000.0
5,11,NEC,45,11200000,97.4,4909000.0
5,11,FFA,10,11200000,80.9,906000.0
5,11,EDU,15,11200000,67.9,1141000.0
5,11,LTSS,5,11200000,104.1,583000.0
5,11,PLAY,15,11200000,84.9,1426000.0
5,11,GIVE,10,11200000,71.6,802000.0
5,12,NEC,45,11200000,87.1,4390000.0
5,12,FFA,10,11200000,78.4,878000.0
5,12,EDU,15,11200000,133.7,2246000.0
5,12,LTSS,5,11200000,117.6,659000.0
5,12,PLAY,15,11200000,99.8,1677000.0
5,12,GIVE,10,11200000,129.6,1452000.0
6,1,NEC,45,10700000,101.5,4887000.0
6,1,FFA,5,10700000,82.8,443000.0
6,1,EDU,5,10700000,130.5,698000.0
6,1,LTSS,10,10700000,110.8,1186000.0
6,1,PLAY,10,10700000,79.3,849000.0
6,1,GIVE,5,10700000,96.2,515000.0
6,1,DREAM,10,10700000,82.5,883000.0
6,1,HEALTH,10,10700000,72.3,774000.0
6,2,NEC,45,10700000,118.5,5706000.0
6,2,FFA,5,10700000,138.2,739000.0
6,2,EDU,5,10700000,72.0,385000.0
6,2,LTSS,10,10700000,111.3,1191000.0
6,2,PLAY,10,10700000,87.0,931000.0
6,2,GIVE,5,10700000,90.3,483000.0
6,2,DREAM,10,10700000,88.2,944000.0
6,2,HEALTH,10,10700000,82.7,885000.0
6,3,NEC,45,10700000,101.0,4863000.0
6,3,FFA,5,10700000,83.4,446000.0
6,3,EDU,5,10700000,105.4,564000.0
6,3,LTSS,10,10700000,99.0,1059000.0
6,3,PLAY,10,10700000,95.2,1019000.0
6,3,GIVE,5,10700000,81.8,438000.0
6,3,DREAM,10,10700000,88.5,947000.0
6,3,HEALTH,10,10700000,115.1,1232000.0
6,4,NEC,45,10700000,110.0,5296000.0
6,4,FFA,5,10700000,80.4,430000.0
6,4,EDU,5,10700000,102.0,546000.0
6,4,LTSS,10,10700000,115.0,1230000.0
6,4,PLAY,10,10700000,66.6,713000.0
6,4,GIVE,5,10700000,110.9,593000.0
6,4,DREAM,10,10700000,86.7,928000.0
6,4,HEALTH,10,10700000,111.4,1192000.0
6,5,NEC,45,10700000,84.7,4078000.0
6,5,FFA,15,10700000,63.9,1026000.0
6,5,EDU,10,10700000,67.4,721000.0
6,5,LTSS,5,10700000,101.0,540000.0
6,5,PLAY,10,10700000,105.2,1126000.0
6,5,GIVE,5,10700000,81.9,438000.0
6,5,DREAM,5,10700000,112.8,603000.0
6,5,HEALTH,5,10700000,66.8,357000.0
6,6,NEC,45,10700000,98.7,4752000.0
6,6,FFA,15,10700000,75.8,1217000.0
6,6,EDU,10,10700000,87.0,931000.0
6,6,LTSS,5,10700000,100.9,540000.0
6,6,PLAY,10,10700000,82.8,886000.0
6,6,GIVE,5,10700000,92.3,494000.0
6,6,DREAM,5,10700000,120.1,643000.0
6,6,HEALTH,5,10700000,88.5,473000.0
6,7,NEC,45,10700000,116.7,5619000.0
6,7,FFA,15,10700000,77.4,1242000.0
6,7,EDU,10,10700000,110.6,1183000.0
6,7,LTSS,5,10700000,128.8,689000.0
6,7,PLAY,10,10700000,50.6,541000.0
6,7,GIVE,5,10700000,84.1,450000.0
6,7,DREAM,5,10700000,111.5,597000.0
6,7,HEALTH,5,10700000,95.9,513000.0
6,8,NEC,45,10700000,107.4,5171000.0
6,8,FFA,15,10700000,87.9,1411000.0
6,8,EDU,10,10700000,101.7,1088000.0
6,8,LTSS,5,10700000,96.9,518000.0
6,8,PLAY,10,10700000,123.4,1320000.0
6,8,GIVE,5,10700000,105.1,562000.0
6,8,DREAM,5,10700000,106.8,571000.0
6,8,HEALTH,5,10700000,91.8,491000.0
6,9,NEC,45,10700000,90.2,4343000.0
6,9,FFA,5,10700000,91.3,488000.0
6,9,EDU,10,10700000,107.9,1155000.0
6,9,LTSS,5,10700000,91.6,490000.0
6,9,PLAY,15,10700000,105.8,1698000.0
6,9,GIVE,10,10700000,141.5,1514000.0
6,9,DREAM,5,10700000,117.4,628000.0
6,9,HEALTH,5,10700000,93.5,500000.0
6,10,NEC,45,10700000,124.0,5971000.0
6,10,FFA,5,10700000,91.8,491000.0
6,10,EDU,10,10700000,59.2,633000.0
6,10,LTSS,5,10700000,79.8,427000.0
6,10,PLAY,15,10700000,62.6,1005000.0
6,10,GIVE,10,10700000,93.0,995000.0
6,10,DREAM,5,10700000,100.4,537000.0
